file,type,line,frame
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Assertion Roulette,"{'column': 8, 'line': 18}","  16 |       var cb = after(2, function (err, res, line) {
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Assertion Roulette,"{'column': 10, 'line': 1253}","  1251 |           if (err) return done(err)
  1252 |           assert.strictEqual(line.substr(0, 37), '_color_0_GET / _color_36_300_color_0_')
> 1253 |           assert.strictEqual(line.substr(-9), '_color_0_')
       |          ^ Assertion Roulette
  1254 |           done()
  1255 |         })
  1256 |"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Assertion Roulette,"{'column': 10, 'line': 1274}","  1272 |         var cb = after(2, function (err, res, line) {
  1273 |           if (err) return done(err)
> 1274 |           assert.strictEqual(line.substr(0, 37), '_color_0_GET / _color_33_400_color_0_')
       |          ^ Assertion Roulette
  1275 |           assert.strictEqual(line.substr(-9), '_color_0_')
  1276 |           done()
  1277 |         })"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Assertion Roulette,"{'column': 10, 'line': 1275}","  1273 |           if (err) return done(err)
  1274 |           assert.strictEqual(line.substr(0, 37), '_color_0_GET / _color_33_400_color_0_')
> 1275 |           assert.strictEqual(line.substr(-9), '_color_0_')
       |          ^ Assertion Roulette
  1276 |           done()
  1277 |         })
  1278 |"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Assertion Roulette,"{'column': 10, 'line': 1296}","  1294 |         var cb = after(2, function (err, res, line) {
  1295 |           if (err) return done(err)
> 1296 |           assert.strictEqual(line.substr(0, 37), '_color_0_GET / _color_31_500_color_0_')
       |          ^ Assertion Roulette
  1297 |           assert.strictEqual(line.substr(-9), '_color_0_')
  1298 |           done()
  1299 |         })"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Assertion Roulette,"{'column': 10, 'line': 1297}","  1295 |           if (err) return done(err)
  1296 |           assert.strictEqual(line.substr(0, 37), '_color_0_GET / _color_31_500_color_0_')
> 1297 |           assert.strictEqual(line.substr(-9), '_color_0_')
       |          ^ Assertion Roulette
  1298 |           done()
  1299 |         })
  1300 |"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Assertion Roulette,"{'column': 8, 'line': 1383}","  1381 |       var cb = after(2, function (err, res, log) {
  1382 |         if (err) return done(err)
> 1383 |         assert.strictEqual(log, 'GET /first\nGET /second\n')
       |        ^ Assertion Roulette
  1384 |         assert.ok(Date.now() - time >= 1000)
  1385 |         assert.ok(Date.now() - time <= 1100)
  1386 |         done()"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Assertion Roulette,"{'column': 8, 'line': 1384}","  1382 |         if (err) return done(err)
  1383 |         assert.strictEqual(log, 'GET /first\nGET /second\n')
> 1384 |         assert.ok(Date.now() - time >= 1000)
       |        ^ Assertion Roulette
  1385 |         assert.ok(Date.now() - time <= 1100)
  1386 |         done()
  1387 |       })"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Assertion Roulette,"{'column': 8, 'line': 1385}","  1383 |         assert.strictEqual(log, 'GET /first\nGET /second\n')
  1384 |         assert.ok(Date.now() - time >= 1000)
> 1385 |         assert.ok(Date.now() - time <= 1100)
       |        ^ Assertion Roulette
  1386 |         done()
  1387 |       })
  1388 |       var server = createServer(':method :url', {"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Assertion Roulette,"{'column': 8, 'line': 1411}","  1409 |       var cb = after(2, function (err, res, log) {
  1410 |         if (err) return done(err)
> 1411 |         assert.strictEqual(log, 'GET /first\nGET /second\n')
       |        ^ Assertion Roulette
  1412 |         assert.ok(Date.now() - time >= 200)
  1413 |         assert.ok(Date.now() - time <= 300)
  1414 |         done()"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Assertion Roulette,"{'column': 8, 'line': 1412}","  1410 |         if (err) return done(err)
  1411 |         assert.strictEqual(log, 'GET /first\nGET /second\n')
> 1412 |         assert.ok(Date.now() - time >= 200)
       |        ^ Assertion Roulette
  1413 |         assert.ok(Date.now() - time <= 300)
  1414 |         done()
  1415 |       })"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Assertion Roulette,"{'column': 8, 'line': 1413}","  1411 |         assert.strictEqual(log, 'GET /first\nGET /second\n')
  1412 |         assert.ok(Date.now() - time >= 200)
> 1413 |         assert.ok(Date.now() - time <= 300)
       |        ^ Assertion Roulette
  1414 |         done()
  1415 |       })
  1416 |       var server = createServer(':method :url', {"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Assertion Roulette,"{'column': 8, 'line': 1505}","  1503 |       var cb = after(2, function (err, res, line) {
  1504 |         if (err) return done(err)
> 1505 |         assert.strictEqual(line, 'GET / -')
       |        ^ Assertion Roulette
  1506 |         done()
  1507 |       })
  1508 |"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Assertion Roulette,"{'column': 8, 'line': 1515}","  1513 |
  1514 |       var server = createServer(':method :url :res[x-sent]', { immediate: true, stream: stream }, function (req, res, next) {
> 1515 |         assert.ok(lineLogged)
       |        ^ Assertion Roulette
  1516 |         next()
  1517 |       })
  1518 |"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Assertion Roulette,"{'column': 8, 'line': 1574}","  1572 |       it('should compile a string into a function', function () {
  1573 |         var fn = morgan.compile(':method')
> 1574 |         assert.ok(typeof fn === 'function')
       |        ^ Assertion Roulette
  1575 |         assert.ok(fn.length === 3)
  1576 |       })
  1577 |     })"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Assertion Roulette,"{'column': 8, 'line': 1575}","  1573 |         var fn = morgan.compile(':method')
  1574 |         assert.ok(typeof fn === 'function')
> 1575 |         assert.ok(fn.length === 3)
       |        ^ Assertion Roulette
  1576 |       })
  1577 |     })
  1578 |   })"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Conditional Test Logic,"{'line': 17, 'column': 8, 'index': 461}","  15 |     it('should use default format', function (done) {
  16 |       var cb = after(2, function (err, res, line) {
> 17 |         if (err) return done(err)
     |        ^ Conditional Test Logic
  18 |         assert(res.text.length > 0)
  19 |         assert.strictEqual(line.substr(0, res.text.length), res.text)
  20 |         done()"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Conditional Test Logic,"{'line': 35, 'column': 10, 'index': 988}","  33 |       it('should accept format as format name', function (done) {
  34 |         var cb = after(2, function (err, res, line) {
> 35 |           if (err) return done(err)
     |          ^ Conditional Test Logic
  36 |           assert(/^GET \/ 200 - - \d+\.\d{3} ms$/.test(line))
  37 |           done()
  38 |         })"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Conditional Test Logic,"{'line': 51, 'column': 10, 'index': 1451}","  49 |       it('should accept format as format string', function (done) {
  50 |         var cb = after(2, function (err, res, line) {
> 51 |           if (err) return done(err)
     |          ^ Conditional Test Logic
  52 |           assert.strictEqual(line, 'GET /')
  53 |           done()
  54 |         })"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Conditional Test Logic,"{'line': 67, 'column': 10, 'index': 1899}","  65 |       it('should accept format as function', function (done) {
  66 |         var cb = after(2, function (err, res, line) {
> 67 |           if (err) return done(err)
     |          ^ Conditional Test Logic
  68 |           assert.strictEqual(line, 'GET / 200')
  69 |           done()
  70 |         })"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Conditional Test Logic,"{'line': 92, 'column': 12, 'index': 2647}","  90 |         it('should accept options object', function (done) {
  91 |           var cb = after(2, function (err, res, line) {
> 92 |             if (err) return done(err)
     |            ^ Conditional Test Logic
  93 |             assert(res.text.length > 0)
  94 |             assert.strictEqual(line.substr(0, res.text.length), res.text)
  95 |             done()"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Conditional Test Logic,"{'line': 109, 'column': 12, 'index': 3188}","  107 |         it('should accept format in options for back-compat', function (done) {
  108 |           var cb = after(2, function (err, res, line) {
> 109 |             if (err) return done(err)
      |            ^ Conditional Test Logic
  110 |             assert.strictEqual(line, 'GET /')
  111 |             done()
  112 |           })"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Conditional Test Logic,"{'line': 125, 'column': 12, 'index': 3694}","  123 |         it('should accept format function in options for back-compat', function (done) {
  124 |           var cb = after(2, function (err, res, line) {
> 125 |             if (err) return done(err)
      |            ^ Conditional Test Logic
  126 |             assert.strictEqual(line, 'apple')
  127 |             done()
  128 |           })"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Conditional Test Logic,"{'line': 158, 'column': 10, 'index': 4495}","  156 |       it('should default to process.stdout', function (done) {
  157 |         var cb = after(2, function (err, res, line) {
> 158 |           if (err) return done(err)
      |          ^ Conditional Test Logic
  159 |           assert(res.text.length > 0)
  160 |           assert.strictEqual(line.substr(0, res.text.length), res.text)
  161 |           done()"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Conditional Test Logic,"{'line': 179, 'column': 10, 'index': 5096}","  177 |       it('should set stream to write logs to', function (done) {
  178 |         var cb = after(2, function (err, res, line) {
> 179 |           if (err) return done(err)
      |          ^ Conditional Test Logic
  180 |           assert(res.text.length > 0)
  181 |           assert.strictEqual(line.substr(0, res.text.length), res.text)
  182 |           done()"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Conditional Test Logic,"{'line': 200, 'column': 10, 'index': 5706}","  198 |       it('should get current date in ""web"" format by default', function (done) {
  199 |         var cb = after(2, function (err, res, line) {
> 200 |           if (err) return done(err)
      |          ^ Conditional Test Logic
  201 |           assert.ok(/^\w{3}, \d{2} \w{3} \d{4} \d{2}:\d{2}:\d{2} GMT$/.test(line))
  202 |           done()
  203 |         })"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Conditional Test Logic,"{'line': 216, 'column': 10, 'index': 6193}","  214 |       it('should get current date in ""clf"" format', function (done) {
  215 |         var cb = after(2, function (err, res, line) {
> 216 |           if (err) return done(err)
      |          ^ Conditional Test Logic
  217 |           assert.ok(/^\d{2}\/\w{3}\/\d{4}:\d{2}:\d{2}:\d{2} \+0000$/.test(line))
  218 |           done()
  219 |         })"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Conditional Test Logic,"{'line': 232, 'column': 10, 'index': 6683}","  230 |       it('should get current date in ""iso"" format', function (done) {
  231 |         var cb = after(2, function (err, res, line) {
> 232 |           if (err) return done(err)
      |          ^ Conditional Test Logic
  233 |           assert.ok(/^\d{4}-\d{2}-\d{2}T\d{2}:\d{2}:\d{2}(?:\.\d+)?Z$/.test(line))
  234 |           done()
  235 |         })"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Conditional Test Logic,"{'line': 248, 'column': 10, 'index': 7175}","  246 |       it('should get current date in ""web"" format', function (done) {
  247 |         var cb = after(2, function (err, res, line) {
> 248 |           if (err) return done(err)
      |          ^ Conditional Test Logic
  249 |           assert.ok(/^\w{3}, \d{2} \w{3} \d{4} \d{2}:\d{2}:\d{2} GMT$/.test(line))
  250 |           done()
  251 |         })"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Conditional Test Logic,"{'line': 264, 'column': 10, 'index': 7662}","  262 |       it('should be blank for unknown format', function (done) {
  263 |         var cb = after(2, function (err, res, line) {
> 264 |           if (err) return done(err)
      |          ^ Conditional Test Logic
  265 |           assert.strictEqual(line, '-')
  266 |           done()
  267 |         })"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Conditional Test Logic,"{'line': 282, 'column': 10, 'index': 8145}","  280 |       it('should be 1.0 or 1.1', function (done) {
  281 |         var cb = after(2, function (err, res, line) {
> 282 |           if (err) return done(err)
      |          ^ Conditional Test Logic
  283 |           assert.ok(/^1\.[01]$/.test(line))
  284 |           done()
  285 |         })"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Conditional Test Logic,"{'line': 300, 'column': 10, 'index': 8633}","  298 |       it('should get request properties', function (done) {
  299 |         var cb = after(2, function (err, res, line) {
> 300 |           if (err) return done(err)
      |          ^ Conditional Test Logic
  301 |           assert.strictEqual(line, 'me')
  302 |           done()
  303 |         })"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Conditional Test Logic,"{'line': 317, 'column': 10, 'index': 9133}","  315 |       it('should display all values of array headers', function (done) {
  316 |         var cb = after(2, function (err, res, line) {
> 317 |           if (err) return done(err)
      |          ^ Conditional Test Logic
  318 |           assert.strictEqual(line, 'foo=bar, fizz=buzz')
  319 |           done()
  320 |         })"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Conditional Test Logic,"{'line': 336, 'column': 10, 'index': 9693}","  334 |       it('should get response properties', function (done) {
  335 |         var cb = after(2, function (err, res, line) {
> 336 |           if (err) return done(err)
      |          ^ Conditional Test Logic
  337 |           assert.strictEqual(line, 'true')
  338 |           done()
  339 |         })"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Conditional Test Logic,"{'line': 352, 'column': 10, 'index': 10150}","  350 |       it('should display all values of array headers', function (done) {
  351 |         var cb = after(2, function (err, res, line) {
> 352 |           if (err) return done(err)
      |          ^ Conditional Test Logic
  353 |           assert.strictEqual(line, 'foo, bar')
  354 |           done()
  355 |         })"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Conditional Test Logic,"{'line': 376, 'column': 10, 'index': 10819}","  374 |       it('should get remote address', function (done) {
  375 |         var cb = after(2, function (err, res, line) {
> 376 |           if (err) return done(err)
      |          ^ Conditional Test Logic
  377 |           assert.ok(res.text.length > 0)
  378 |           assert.strictEqual(line, res.text)
  379 |           done()"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Conditional Test Logic,"{'line': 393, 'column': 10, 'index': 11303}","  391 |       it('should use req.ip if there', function (done) {
  392 |         var cb = after(2, function (err, res, line) {
> 393 |           if (err) return done(err)
      |          ^ Conditional Test Logic
  394 |           assert.strictEqual(line, '10.0.0.1')
  395 |           done()
  396 |         })"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/morgan/test/morgan.js,Conditional Test Logic,"{'line': 413, 'column': 10, 'index': 11842}","  411 |       it('should work on https server', function (done) {
