file,type,line,frame
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/unit.js,Ignored Test,"{'line': 175, 'column': 9, 'index': 5830}","  173 | }
  282 |         expect(response.headers['last-modified']).toMatch(lastModifiedRegex)
  283 |         delete response.headers.etag
  284 |         delete response.headers['last-modified']"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 282, 'column': 8, 'index': 8930}","  280 |         expectedResponse.isBase64Encoded = false
  281 |         expect(response.headers.etag).toMatch(etagRegex)
> 282 |         expect(response.headers['last-modified']).toMatch(lastModifiedRegex)
      |        ^ Duplicate Assert
  283 |         delete response.headers.etag
  284 |         delete response.headers['last-modified']
  285 |         break"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 282, 'column': 8, 'index': 8930}","  280 |         expectedResponse.isBase64Encoded = false
  281 |         expect(response.headers.etag).toMatch(etagRegex)
> 282 |         expect(response.headers['last-modified']).toMatch(lastModifiedRegex)
      |        ^ Duplicate Assert
  283 |         delete response.headers.etag
  284 |         delete response.headers['last-modified']
  285 |         break"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 287, 'column': 8, 'index': 9134}","  285 |         break
  286 |       case 'apiGatewayV2':
> 287 |         expect(response.headers.etag).toMatch(etagRegex)
      |        ^ Duplicate Assert
  288 |         expect(response.headers['last-modified']).toMatch(lastModifiedRegex)
  289 |         delete response.headers.etag
  290 |         delete response.headers['last-modified']"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 287, 'column': 8, 'index': 9134}","  285 |         break
  286 |       case 'apiGatewayV2':
> 287 |         expect(response.headers.etag).toMatch(etagRegex)
      |        ^ Duplicate Assert
  288 |         expect(response.headers['last-modified']).toMatch(lastModifiedRegex)
  289 |         delete response.headers.etag
  290 |         delete response.headers['last-modified']"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 288, 'column': 8, 'index': 9191}","  286 |       case 'apiGatewayV2':
  287 |         expect(response.headers.etag).toMatch(etagRegex)
> 288 |         expect(response.headers['last-modified']).toMatch(lastModifiedRegex)
      |        ^ Duplicate Assert
  289 |         delete response.headers.etag
  290 |         delete response.headers['last-modified']
  291 |         break"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 288, 'column': 8, 'index': 9191}","  286 |       case 'apiGatewayV2':
  287 |         expect(response.headers.etag).toMatch(etagRegex)
> 288 |         expect(response.headers['last-modified']).toMatch(lastModifiedRegex)
      |        ^ Duplicate Assert
  289 |         delete response.headers.etag
  290 |         delete response.headers['last-modified']
  291 |         break"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 584, 'column': 6, 'index': 17332}","  582 |       loggerError.debug('nocall')
  583 |       loggerError.verbose('nocall')
> 584 |       expect(global.console.warn).not.toHaveBeenCalled()
      |      ^ Duplicate Assert
  585 |       expect(global.console.debug).not.toHaveBeenCalled()
  586 |       expect(global.console.info).not.toHaveBeenCalled()
  587 |       expect(global.console.error).toHaveBeenLastCalledWith({"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 585, 'column': 6, 'index': 17389}","  583 |       loggerError.verbose('nocall')
  584 |       expect(global.console.warn).not.toHaveBeenCalled()
> 585 |       expect(global.console.debug).not.toHaveBeenCalled()
      |      ^ Duplicate Assert
  586 |       expect(global.console.info).not.toHaveBeenCalled()
  587 |       expect(global.console.error).toHaveBeenLastCalledWith({
  588 |         message: 'error'"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 585, 'column': 6, 'index': 17389}","  583 |       loggerError.verbose('nocall')
  584 |       expect(global.console.warn).not.toHaveBeenCalled()
> 585 |       expect(global.console.debug).not.toHaveBeenCalled()
      |      ^ Duplicate Assert
  586 |       expect(global.console.info).not.toHaveBeenCalled()
  587 |       expect(global.console.error).toHaveBeenLastCalledWith({
  588 |         message: 'error'"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 586, 'column': 6, 'index': 17447}","  584 |       expect(global.console.warn).not.toHaveBeenCalled()
  585 |       expect(global.console.debug).not.toHaveBeenCalled()
> 586 |       expect(global.console.info).not.toHaveBeenCalled()
      |      ^ Duplicate Assert
  587 |       expect(global.console.error).toHaveBeenLastCalledWith({
  588 |         message: 'error'
  589 |       })"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 586, 'column': 6, 'index': 17447}","  584 |       expect(global.console.warn).not.toHaveBeenCalled()
  585 |       expect(global.console.debug).not.toHaveBeenCalled()
> 586 |       expect(global.console.info).not.toHaveBeenCalled()
      |      ^ Duplicate Assert
  587 |       expect(global.console.error).toHaveBeenLastCalledWith({
  588 |         message: 'error'
  589 |       })"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 587, 'column': 6, 'index': 17504}","  585 |       expect(global.console.debug).not.toHaveBeenCalled()
  586 |       expect(global.console.info).not.toHaveBeenCalled()
> 587 |       expect(global.console.error).toHaveBeenLastCalledWith({
      |      ^ Duplicate Assert
  588 |         message: 'error'
  589 |       })
  590 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 598, 'column': 6, 'index': 17834}","  596 |       loggerWarn.debug('nocall')
  597 |       loggerWarn.verbose('nocall')
> 598 |       expect(global.console.debug).not.toHaveBeenCalled()
      |      ^ Duplicate Assert
  599 |       expect(global.console.info).not.toHaveBeenCalled()
  600 |       expect(global.console.error).toHaveBeenLastCalledWith({
  601 |         message: 'error2'"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 598, 'column': 6, 'index': 17834}","  596 |       loggerWarn.debug('nocall')
  597 |       loggerWarn.verbose('nocall')
> 598 |       expect(global.console.debug).not.toHaveBeenCalled()
      |      ^ Duplicate Assert
  599 |       expect(global.console.info).not.toHaveBeenCalled()
  600 |       expect(global.console.error).toHaveBeenLastCalledWith({
  601 |         message: 'error2'"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 599, 'column': 6, 'index': 17892}","  597 |       loggerWarn.verbose('nocall')
  598 |       expect(global.console.debug).not.toHaveBeenCalled()
> 599 |       expect(global.console.info).not.toHaveBeenCalled()
      |      ^ Duplicate Assert
  600 |       expect(global.console.error).toHaveBeenLastCalledWith({
  601 |         message: 'error2'
  602 |       })"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 599, 'column': 6, 'index': 17892}","  597 |       loggerWarn.verbose('nocall')
  598 |       expect(global.console.debug).not.toHaveBeenCalled()
> 599 |       expect(global.console.info).not.toHaveBeenCalled()
      |      ^ Duplicate Assert
  600 |       expect(global.console.error).toHaveBeenLastCalledWith({
  601 |         message: 'error2'
  602 |       })"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 600, 'column': 6, 'index': 17949}","  598 |       expect(global.console.debug).not.toHaveBeenCalled()
  599 |       expect(global.console.info).not.toHaveBeenCalled()
> 600 |       expect(global.console.error).toHaveBeenLastCalledWith({
      |      ^ Duplicate Assert
  601 |         message: 'error2'
  602 |       })
  603 |       expect(global.console.warn).toHaveBeenLastCalledWith({"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 603, 'column': 6, 'index': 18046}","  601 |         message: 'error2'
  602 |       })
> 603 |       expect(global.console.warn).toHaveBeenLastCalledWith({
      |      ^ Duplicate Assert
  604 |         message: 'warn2'
  605 |       })
  606 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 614, 'column': 6, 'index': 18374}","  612 |       loggerInfo.debug('nocall')
  613 |       loggerInfo.verbose('nocall')
> 614 |       expect(global.console.debug).not.toHaveBeenCalled()
      |      ^ Duplicate Assert
  615 |       expect(global.console.error).toHaveBeenLastCalledWith({
  616 |         message: 'error3'
  617 |       })"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 614, 'column': 6, 'index': 18374}","  612 |       loggerInfo.debug('nocall')
  613 |       loggerInfo.verbose('nocall')
> 614 |       expect(global.console.debug).not.toHaveBeenCalled()
      |      ^ Duplicate Assert
  615 |       expect(global.console.error).toHaveBeenLastCalledWith({
  616 |         message: 'error3'
  617 |       })"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 615, 'column': 6, 'index': 18432}","  613 |       loggerInfo.verbose('nocall')
  614 |       expect(global.console.debug).not.toHaveBeenCalled()
> 615 |       expect(global.console.error).toHaveBeenLastCalledWith({
      |      ^ Duplicate Assert
  616 |         message: 'error3'
  617 |       })
  618 |       expect(global.console.warn).toHaveBeenLastCalledWith({"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 618, 'column': 6, 'index': 18529}","  616 |         message: 'error3'
  617 |       })
> 618 |       expect(global.console.warn).toHaveBeenLastCalledWith({
      |      ^ Duplicate Assert
  619 |         message: 'warn3'
  620 |       })
  621 |       expect(global.console.info).toHaveBeenLastCalledWith({"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 621, 'column': 6, 'index': 18624}","  619 |         message: 'warn3'
  620 |       })
> 621 |       expect(global.console.info).toHaveBeenLastCalledWith({
      |      ^ Duplicate Assert
  622 |         message: 'info3'
  623 |       })
  624 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 632, 'column': 6, 'index': 18975}","  630 |       loggerVerbose.verbose('verbose4')
  631 |       loggerVerbose.debug('nocall')
> 632 |       expect(global.console.error).toHaveBeenLastCalledWith({
      |      ^ Duplicate Assert
  633 |         message: 'error4'
  634 |       })
  635 |       expect(global.console.warn).toHaveBeenLastCalledWith({"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 635, 'column': 6, 'index': 19072}","  633 |         message: 'error4'
  634 |       })
> 635 |       expect(global.console.warn).toHaveBeenLastCalledWith({
      |      ^ Duplicate Assert
  636 |         message: 'warn4'
  637 |       })
  638 |       expect(global.console.info).toHaveBeenLastCalledWith({"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 638, 'column': 6, 'index': 19167}","  636 |         message: 'warn4'
  637 |       })
> 638 |       expect(global.console.info).toHaveBeenLastCalledWith({
      |      ^ Duplicate Assert
  639 |         message: 'info4'
  640 |       })
  641 |       expect(global.console.debug).toHaveBeenLastCalledWith({"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 641, 'column': 6, 'index': 19262}","  639 |         message: 'info4'
  640 |       })
> 641 |       expect(global.console.debug).toHaveBeenLastCalledWith({
      |      ^ Duplicate Assert
  642 |         message: 'verbose4'
  643 |       })
  644 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 652, 'column': 6, 'index': 19603}","  650 |       loggerDebug.verbose('verbose5')
  651 |       loggerDebug.debug('debug5')
> 652 |       expect(global.console.error).toHaveBeenLastCalledWith({
      |      ^ Duplicate Assert
  653 |         message: 'error5'
  654 |       })
  655 |       expect(global.console.warn).toHaveBeenLastCalledWith({"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 655, 'column': 6, 'index': 19700}","  653 |         message: 'error5'
  654 |       })
> 655 |       expect(global.console.warn).toHaveBeenLastCalledWith({
      |      ^ Duplicate Assert
  656 |         message: 'warn5'
  657 |       })
  658 |       expect(global.console.info).toHaveBeenLastCalledWith({"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 658, 'column': 6, 'index': 19795}","  656 |         message: 'warn5'
  657 |       })
> 658 |       expect(global.console.info).toHaveBeenLastCalledWith({
      |      ^ Duplicate Assert
  659 |         message: 'info5'
  660 |       })
  661 |       expect(global.console.debug).toHaveBeenLastCalledWith({"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 661, 'column': 6, 'index': 19890}","  659 |         message: 'info5'
  660 |       })
> 661 |       expect(global.console.debug).toHaveBeenLastCalledWith({
      |      ^ Duplicate Assert
  662 |         message: 'debug5'
  663 |       })
  664 |     })"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 674, 'column': 6, 'index': 20274}","  672 |       logger.debug('array', ['message'])
  673 |
> 674 |       expect(global.console.debug).toHaveBeenNthCalledWith(
      |      ^ Duplicate Assert
  675 |         1,
  676 |         {
  677 |           message: 'simple message'"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 680, 'column': 6, 'index': 20409}","  678 |         }
  679 |       )
> 680 |       expect(global.console.debug).toHaveBeenNthCalledWith(
      |      ^ Duplicate Assert
  681 |         2,
  682 |         {
  683 |           message: 'debug',"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 688, 'column': 6, 'index': 20580}","  686 |         }
  687 |       )
> 688 |       expect(global.console.debug).toHaveBeenNthCalledWith(
      |      ^ Duplicate Assert
  689 |         3,
  690 |         {
  691 |           message: 'debug'"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 694, 'column': 6, 'index': 20706}","  692 |         }
  693 |       )
> 694 |       expect(global.console.debug).toHaveBeenNthCalledWith(
      |      ^ Duplicate Assert
  695 |         4,
  696 |         {
  697 |           message: 'array',"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Ignored Test,"{'line': 423, 'column': 7, 'index': 13127}","  421 |   })
  422 |
> 423 |   test.skip('respondToEventSourceWithError', async () => {
      |       ^ Ignored Test
  424 |     const response = await serverlessExpressInstance(null)
  425 |     expect(response).toEqual({
  426 |       statusCode: 500,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Magic Number,"{'line': 270, 'column': 63, 'index': 8318}","  268 |       case 'alb':
  269 |       case 'apiGatewayV1':
> 270 |         expect(response.multiValueHeaders.etag.length).toEqual(1)
      |                                                               ^ Magic Number
  271 |         expect(response.multiValueHeaders.etag[0]).toMatch(etagRegex)
  272 |         expect(response.multiValueHeaders['last-modified'].length).toEqual(1)
  273 |         expect(response.multiValueHeaders['last-modified'][0]).toMatch(lastModifiedRegex)"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Magic Number,"{'line': 272, 'column': 75, 'index': 8466}","  270 |         expect(response.multiValueHeaders.etag.length).toEqual(1)
  271 |         expect(response.multiValueHeaders.etag[0]).toMatch(etagRegex)
> 272 |         expect(response.multiValueHeaders['last-modified'].length).toEqual(1)
      |                                                                           ^ Magic Number
  273 |         expect(response.multiValueHeaders['last-modified'][0]).toMatch(lastModifiedRegex)
  274 |         delete response.multiValueHeaders.etag
  275 |         delete response.multiValueHeaders['last-modified']"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Magic Number,"{'line': 293, 'column': 53, 'index': 9438}","  291 |         break
  292 |       case 'lambdaEdge':
> 293 |         expect(response.headers.etag.length).toEqual(1)
      |                                                     ^ Magic Number
  294 |         expect(response.headers.etag[0].key).toMatch('etag')
  295 |         expect(response.headers.etag[0].value).toMatch(etagRegex)
  296 |         expect(response.headers['last-modified'].length).toEqual(1)"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Magic Number,"{'line': 296, 'column': 65, 'index': 9633}","  294 |         expect(response.headers.etag[0].key).toMatch('etag')
  295 |         expect(response.headers.etag[0].value).toMatch(etagRegex)
> 296 |         expect(response.headers['last-modified'].length).toEqual(1)
      |                                                                 ^ Magic Number
  297 |         expect(response.headers['last-modified'][0].key).toMatch('last-modified')
  298 |         expect(response.headers['last-modified'][0].value).toMatch(lastModifiedRegex)
  299 |         delete response.headers.etag"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Magic Number,"{'line': 563, 'column': 56, 'index': 16657}","  561 |       await serverlessExpressInstance(event)
  562 |
> 563 |       expect(customLogger.debug.mock.calls.length).toBe(6)
      |                                                        ^ Magic Number
  564 |
  565 |       // TODO: test log levels
  566 |       // customLogger.level = 'error'"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Mystery Guest,"{'column': 25, 'line': 252}","  250 |     const response = await serverlessExpressInstance(event)
  251 |
> 252 |     const samLogoImage = fs.readFileSync(samLogoPath)
      |                         ^ Mystery Guest
  253 |     const samLogoBase64 = Buffer.from(samLogoImage).toString('base64')
  254 |     const expectedResponse = makeResponse({
  255 |       eventSourceName,"
