file,type,line,method,source
/app/middlewares/__tests__/UIMiddleware.spec.js,SubOptimalAssert,"{'startLine':47,'endLine':47}","it('should handle UI_NOTIFICATION_NEW action', () => {
      const action = UIActions.newNoti(
        'success',
        'Invoice has been created successfully!'
      );
      middleware(action);
      expect(getState.mock.calls.length).toBe(0);
      expect(next.mock.calls.length).toBe(1);
      // Add id field with uuidv4 string to payload
      expect(next).toHaveBeenCalledWith(
        Object.assign({}, action, {
          payload: Object.assign({}, action.payload, {
            id: 'id-string',
          }),
        })
      );
      // Test Sound
      expect(sounds.play).toBeCalledWith('SUCCESS');
    })",snuts
/app/middlewares/__tests__/UIMiddleware.spec.js,SubOptimalAssert,"{'startLine':48,'endLine':48}","it('should handle UI_NOTIFICATION_NEW action', () => {
      const action = UIActions.newNoti(
        'success',
        'Invoice has been created successfully!'
      );
      middleware(action);
      expect(getState.mock.calls.length).toBe(0);
      expect(next.mock.calls.length).toBe(1);
      // Add id field with uuidv4 string to payload
      expect(next).toHaveBeenCalledWith(
        Object.assign({}, action, {
          payload: Object.assign({}, action.payload, {
            id: 'id-string',
          }),
        })
      );
      // Test Sound
      expect(sounds.play).toBeCalledWith('SUCCESS');
    })",snuts
/app/middlewares/__tests__/UIMiddleware.spec.js,SubOptimalAssert,"{'startLine':64,'endLine':64}","it('should handle UI_NOTIFICATION_NEW action', () => {
      const action = UIActions.newNoti('warning', 'Missing Doc');
      middleware(action);
      expect(getState.mock.calls.length).toBe(0);
      expect(next.mock.calls.length).toBe(1);
      // Add id field with uuidv4 string to payload
      expect(next).toHaveBeenCalledWith(
        Object.assign({}, action, {
          payload: Object.assign({}, action.payload, {
            id: 'id-string',
          }),
        })
      );
      // Test Sound
      expect(sounds.play).toBeCalledWith('WARNING');
    })",snuts
/app/middlewares/__tests__/UIMiddleware.spec.js,SubOptimalAssert,"{'startLine':65,'endLine':65}","it('should handle UI_NOTIFICATION_NEW action', () => {
      const action = UIActions.newNoti('warning', 'Missing Doc');
      middleware(action);
      expect(getState.mock.calls.length).toBe(0);
      expect(next.mock.calls.length).toBe(1);
      // Add id field with uuidv4 string to payload
      expect(next).toHaveBeenCalledWith(
        Object.assign({}, action, {
          payload: Object.assign({}, action.payload, {
            id: 'id-string',
          }),
        })
      );
      // Test Sound
      expect(sounds.play).toBeCalledWith('WARNING');
    })",snuts
/app/middlewares/__tests__/UIMiddleware.spec.js,SubOptimalAssert,"{'startLine':83,'endLine':83}","it('should handle FORM_ITEM_ADD action', () => {
      const action = FormActions.addItem();
      middleware(action);
      expect(getState.mock.calls.length).toBe(0);
      expect(next.mock.calls.length).toBe(1);
      expect(next).toHaveBeenCalledWith(action);
      expect(sounds.play).toBeCalledWith('ADD');
    })",snuts
/app/middlewares/__tests__/UIMiddleware.spec.js,SubOptimalAssert,"{'startLine':84,'endLine':84}","it('should handle FORM_ITEM_ADD action', () => {
      const action = FormActions.addItem();
      middleware(action);
      expect(getState.mock.calls.length).toBe(0);
      expect(next.mock.calls.length).toBe(1);
      expect(next).toHaveBeenCalledWith(action);
      expect(sounds.play).toBeCalledWith('ADD');
    })",snuts
/app/middlewares/__tests__/UIMiddleware.spec.js,SubOptimalAssert,"{'startLine':92,'endLine':92}","it('should handle FORM_ITEM_REMOVE action', () => {
      const action = FormActions.removeItem();
      middleware(action);
      expect(getState.mock.calls.length).toBe(0);
      expect(next.mock.calls.length).toBe(1);
      expect(next).toHaveBeenCalledWith(action);
      expect(sounds.play).toBeCalledWith('REMOVE');
    })",snuts
/app/middlewares/__tests__/UIMiddleware.spec.js,SubOptimalAssert,"{'startLine':93,'endLine':93}","it('should handle FORM_ITEM_REMOVE action', () => {
      const action = FormActions.removeItem();
      middleware(action);
      expect(getState.mock.calls.length).toBe(0);
      expect(next.mock.calls.length).toBe(1);
      expect(next).toHaveBeenCalledWith(action);
      expect(sounds.play).toBeCalledWith('REMOVE');
    })",snuts
/app/middlewares/__tests__/UIMiddleware.spec.js,SubOptimalAssert,"{'startLine':101,'endLine':101}","it('should handle FORM_CLEAR action WIHOUT sound', () => {
      const action = FormActions.clearForm('muted');
      middleware(action);
      expect(getState.mock.calls.length).toBe(0);
      expect(next.mock.calls.length).toBe(1);
      expect(next).toHaveBeenCalledWith(action);
    })",snuts
/app/middlewares/__tests__/UIMiddleware.spec.js,SubOptimalAssert,"{'startLine':102,'endLine':102}","it('should handle FORM_CLEAR action WIHOUT sound', () => {
      const action = FormActions.clearForm('muted');
      middleware(action);
      expect(getState.mock.calls.length).toBe(0);
      expect(next.mock.calls.length).toBe(1);
      expect(next).toHaveBeenCalledWith(action);
    })",snuts
/app/middlewares/__tests__/SettingsMW.spec.js,CommentsOnlyTest,"{'startLine':76,'endLine':76}","it('should save data', () => {})",snuts
/app/middlewares/__tests__/SettingsMW.spec.js,NonFunctionalStatement,"{'startLine':76,'endLine':76}","it('should save data', () => {})",snuts
/app/middlewares/__tests__/SettingsMW.spec.js,SubOptimalAssert,"{'startLine':31,'endLine':31}","it('should handle SETTINGS_GET_INITIAL action', () => {
    const savedSettings = {
      profile: 'someSettings',
      invoice: 'someSettings',
      general: 'someSettings',
    };
    const action = Actions.getInitalSettings();
    middleware(action);
    expect(dispatch.mock.calls.length).toBe(0);
    expect(next.mock.calls.length).toBe(1);
    expect(next).toHaveBeenCalledWith(
      Object.assign({}, action, {
        payload: {
          current: savedSettings,
          saved: savedSettings,
        },
      })
    );
  })",snuts
/app/middlewares/__tests__/SettingsMW.spec.js,SubOptimalAssert,"{'startLine':32,'endLine':32}","it('should handle SETTINGS_GET_INITIAL action', () => {
    const savedSettings = {
      profile: 'someSettings',
      invoice: 'someSettings',
      general: 'someSettings',
    };
    const action = Actions.getInitalSettings();
    middleware(action);
    expect(dispatch.mock.calls.length).toBe(0);
    expect(next.mock.calls.length).toBe(1);
    expect(next).toHaveBeenCalledWith(
      Object.assign({}, action, {
        payload: {
          current: savedSettings,
          saved: savedSettings,
        },
      })
    );
  })",snuts
/app/middlewares/__tests__/SettingsMW.spec.js,SubOptimalAssert,"{'startLine':100,'endLine':100}","it('should call next and dispatch notification', () => {
      middleware(action);
      // Call Next
      expect(next.mock.calls.length).toBe(1);
      expect(next).toHaveBeenCalledWith(action);
      // Send Notification
      expect(dispatch.mock.calls.length).toBe(1);
      expect(dispatch).toHaveBeenCalledWith({
        type: ACTION_TYPES.UI_NOTIFICATION_NEW,
        payload: {
          type: 'success',
          message: i18n.t('messages:settings:saved'),
        },
      });
    })",snuts
/app/middlewares/__tests__/SettingsMW.spec.js,SubOptimalAssert,"{'startLine':103,'endLine':103}","it('should call next and dispatch notification', () => {
      middleware(action);
      // Call Next
      expect(next.mock.calls.length).toBe(1);
      expect(next).toHaveBeenCalledWith(action);
      // Send Notification
      expect(dispatch.mock.calls.length).toBe(1);
      expect(dispatch).toHaveBeenCalledWith({
        type: ACTION_TYPES.UI_NOTIFICATION_NEW,
        payload: {
          type: 'success',
          message: i18n.t('messages:settings:saved'),
        },
      });
    })",snuts
/app/middlewares/__tests__/InvoicesMW.spec.js,IdenticalTestDescription,"{'startLine':224,'endLine':247}","it('handle unknown error correctly', () => {
      // Setup
      const newInvoice = {
        recipient: {
          fullname: faker.name.findName(),
          email: faker.internet.email(),
        },
      };
      const expectedError = new Error('Something Broken!');
      saveDoc.mockImplementationOnce(() => Promise.reject(expectedError));

      // Execute
      middleware(Actions.saveInvoice(newInvoice)).then(() => {
        // Expect
        expect(next).toHaveBeenCalled();
        expect(next).toHaveBeenCalledWith({
          type: ACTION_TYPES.UI_NOTIFICATION_NEW,
          payload: {
            type: 'warning',
            message: expectedError.message,
          },
        });
      });
    })",snuts
/app/middlewares/__tests__/InvoicesMW.spec.js,IdenticalTestDescription,"{'startLine':382,'endLine':407}","it('should call next and dispatch notification ', () => {
      // Setup
      const invoiceID = 'jon-invoice';
      const action = Actions.deleteInvoice(invoiceID);
      // Execute
      middleware(action).then(() =>
        deleteDoc('invoices', invoiceID).then(data => {
          // Call next after the promised is returned
          expect(next.mock.calls.length).toBe(1);
          expect(next).toHaveBeenCalledWith(
            Object.assign({}, action, {
              payload: [],
            })
          );
          // Dispatch success notification
          expect(dispatch.mock.calls.length).toBe(1);
          expect(dispatch).toHaveBeenCalledWith({
            type: ACTION_TYPES.UI_NOTIFICATION_NEW,
            payload: {
              type: 'success',
              message: i18n.t('messages:invoice:deleted'),
            },
          });
        })
      );
    })",snuts
/app/middlewares/__tests__/InvoicesMW.spec.js,IdenticalTestDescription,"{'startLine':442,'endLine':458}","it('handle error correctly', () => {
      // Setup
      const invoiceID = 'ned-stark';
      const expectedError = new Error('No invoice found!');
      // Execute
      middleware(Actions.deleteInvoice(invoiceID)).then(() => {
        // Expect
        expect(next).toHaveBeenCalled();
        expect(next).toHaveBeenCalledWith({
          type: ACTION_TYPES.UI_NOTIFICATION_NEW,
          payload: {
            type: 'warning',
            message: expectedError.message,
          },
        });
      });
    })",snuts
/app/middlewares/__tests__/InvoicesMW.spec.js,IdenticalTestDescription,"{'startLine':498,'endLine':517}","it('handle error correctly', () => {
      // Setup
      const invoiceID = 'id-string';
      const configs = { color: 'red' };
      const expectedError = new Error('No invoice found!');
      // Execute
      middleware(Actions.saveInvoiceConfigs(invoiceID, configs)).then(() => {
        getSingleDoc('test', invoiceID).then(() => {
          // Expect
          expect(next).toHaveBeenCalled();
          expect(next).toHaveBeenCalledWith({
            type: ACTION_TYPES.UI_NOTIFICATION_NEW,
            payload: {
              type: 'warning',
              message: expectedError.message,
            },
          });
        })
      });
    })",snuts
/app/middlewares/__tests__/InvoicesMW.spec.js,IdenticalTestDescription,"{'startLine':535,'endLine':554}","it('handle error correctly', () => {
      // Setup
      const invoiceID = 'id-string';
      const status = 'paid';
      const expectedError = new Error('No invoice found!');
      // Execute
      middleware(Actions.setInvoiceStatus(invoiceID, status)).then(() => {
        getSingleDoc('test', invoiceID).then(() => {
          // Expect
          expect(next).toHaveBeenCalled();
          expect(next).toHaveBeenCalledWith({
            type: ACTION_TYPES.UI_NOTIFICATION_NEW,
            payload: {
              type: 'warning',
              message: expectedError.message,
            },
          });
        })
      });
    })",snuts
/app/middlewares/__tests__/InvoicesMW.spec.js,SubOptimalAssert,"{'startLine':52,'endLine':52}","it('calls next after the promised is returned', () => {
      const action = Actions.getInvoices();
      middleware(action).then(() => {
        // Never call dispatch
        expect(dispatch.mock.calls.length).toBe(0);
        // Call next with resolved data
        return getAllDocs('invoices').then(data => {
          expect(next.mock.calls.length).toBe(1);
          expect(next).toHaveBeenCalledWith(
            Object.assign({}, action, {
              payload: data,
            })
          );
        });
      });
    })",snuts
/app/middlewares/__tests__/InvoicesMW.spec.js,SubOptimalAssert,"{'startLine':55,'endLine':55}","it('calls next after the promised is returned', () => {
      const action = Actions.getInvoices();
      middleware(action).then(() => {
        // Never call dispatch
        expect(dispatch.mock.calls.length).toBe(0);
        // Call next with resolved data
        return getAllDocs('invoices').then(data => {
          expect(next.mock.calls.length).toBe(1);
          expect(next).toHaveBeenCalledWith(
            Object.assign({}, action, {
              payload: data,
            })
          );
        });
      });
    })",snuts
/app/middlewares/__tests__/InvoicesMW.spec.js,SubOptimalAssert,"{'startLine':154,'endLine':154}","it('should call next and dispatch notification ', () => {
      const newInvoice = {
        recipient: {
          fullname: faker.name.findName(),
          email: faker.internet.email(),
        },
        currency: {
          code: 'USD',
          placement: 'before',
          fraction: 2,
          separator: 'commaDot',
        },
        rows: [
          {
            id: uuidv4(),
            description: faker.commerce.productName(),
            price: faker.commerce.price(),
            quantity: faker.random.number(10),
          },
        ],
      };

      // Execute
      const action = Actions.saveInvoice(newInvoice);
      middleware(action).then(() =>
        saveDoc('invoices', newInvoice).then(data => {
          // Call next after the promised is returned
          expect(next.mock.calls.length).toBe(1);
          expect(next).toHaveBeenCalledWith(
            Object.assign({}, action, {
              payload: [
                ...mockData.invoicesRecords,
                newInvoice
              ],
            })
          );
          // Dispatch success notification
          expect(dispatch.mock.calls.length).toBe(1);
          expect(dispatch).toHaveBeenCalledWith({
            type: ACTION_TYPES.UI_NOTIFICATION_NEW,
            payload: {
              type: 'success',
              message: i18n.t('messages:invoice:saved'),
            },
          });
        })
      );
    })",snuts
/app/middlewares/__tests__/InvoicesMW.spec.js,SubOptimalAssert,"{'startLine':164,'endLine':164}","it('should call next and dispatch notification ', () => {
      const newInvoice = {
        recipient: {
          fullname: faker.name.findName(),
          email: faker.internet.email(),
        },
        currency: {
          code: 'USD',
          placement: 'before',
          fraction: 2,
          separator: 'commaDot',
        },
        rows: [
          {
            id: uuidv4(),
            description: faker.commerce.productName(),
            price: faker.commerce.price(),
            quantity: faker.random.number(10),
          },
        ],
      };

      // Execute
      const action = Actions.saveInvoice(newInvoice);
      middleware(action).then(() =>
        saveDoc('invoices', newInvoice).then(data => {
          // Call next after the promised is returned
          expect(next.mock.calls.length).toBe(1);
          expect(next).toHaveBeenCalledWith(
            Object.assign({}, action, {
              payload: [
                ...mockData.invoicesRecords,
                newInvoice
              ],
            })
          );
          // Dispatch success notification
          expect(dispatch.mock.calls.length).toBe(1);
          expect(dispatch).toHaveBeenCalledWith({
            type: ACTION_TYPES.UI_NOTIFICATION_NEW,
            payload: {
              type: 'success',
              message: i18n.t('messages:invoice:saved'),
            },
          });
        })
      );
    })",snuts
/app/middlewares/__tests__/InvoicesMW.spec.js,SubOptimalAssert,"{'startLine':275,'endLine':275}","it('should call next and dispatch change Tab action', () => {
      // Setup
      const currentInvoice = {
        recipient: {
          fullname: faker.name.findName(),
          email: faker.internet.email(),
        },
        currency: {
          code: 'USD',
          symbol: '$',
        },
        rows: [
          {
            id: uuidv4(),
            description: faker.commerce.productName(),
            price: faker.commerce.price(),
            quantity: faker.random.number(10),
          },
        ],
      };
      // Execute
      const action = Actions.editInvoice(currentInvoice);
      middleware(action).then(() => {
        // Call next
        expect(next.mock.calls.length).toBe(1);
        expect(next).toHaveBeenCalledWith(
          Object.assign({}, action, {
            payload: Object.assign({}, action.payload, {
              contacts: mockData.contactsRecords
            })
          })
        );
        // Dispatch change Tab action
        expect(dispatch.mock.calls.length).toBe(1);
        expect(dispatch).toHaveBeenCalledWith({
          type: ACTION_TYPES.UI_TAB_CHANGE,
          payload: 'form'
        });
      })
    })",snuts
/app/middlewares/__tests__/InvoicesMW.spec.js,SubOptimalAssert,"{'startLine':284,'endLine':284}","it('should call next and dispatch change Tab action', () => {
      // Setup
      const currentInvoice = {
        recipient: {
          fullname: faker.name.findName(),
          email: faker.internet.email(),
        },
        currency: {
          code: 'USD',
          symbol: '$',
        },
        rows: [
          {
            id: uuidv4(),
            description: faker.commerce.productName(),
            price: faker.commerce.price(),
            quantity: faker.random.number(10),
          },
        ],
      };
      // Execute
      const action = Actions.editInvoice(currentInvoice);
      middleware(action).then(() => {
        // Call next
        expect(next.mock.calls.length).toBe(1);
        expect(next).toHaveBeenCalledWith(
          Object.assign({}, action, {
            payload: Object.assign({}, action.payload, {
              contacts: mockData.contactsRecords
            })
          })
        );
        // Dispatch change Tab action
        expect(dispatch.mock.calls.length).toBe(1);
        expect(dispatch).toHaveBeenCalledWith({
          type: ACTION_TYPES.UI_TAB_CHANGE,
          payload: 'form'
        });
      })
    })",snuts
/app/middlewares/__tests__/InvoicesMW.spec.js,SubOptimalAssert,"{'startLine':328,'endLine':328}","it('should call next and dispatch notification', () => {
      middleware(Actions.updateInvoice(currentInvoice)).then(() =>
        updateDoc('invoices', currentInvoice).then(data => {
          // Call next after the promised is returned
          expect(next.mock.calls.length).toBe(1);
          expect(next).toHaveBeenCalledWith({
            type: ACTION_TYPES.INVOICE_UPDATE,
            payload: mockData.invoicesRecords,
          });
          // Dispatch success notification
          expect(dispatch.mock.calls.length).toBe(1);
          expect(dispatch).toHaveBeenCalledWith({
            type: ACTION_TYPES.UI_NOTIFICATION_NEW,
            payload: {
              type: 'success',
              message: i18n.t('messages:invoice:updated'),
            },
          });
        })
      );
    })",snuts
