file,type,line,frame
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/test/spec.js,Conditional Test Logic,"{'line': 8, 'column': 4, 'index': 213}","   6 |   before(() => app.start());
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/invoice.spec.js,Eager Test,"{'line': 52, 'column': 9, 'index': 1111}","  50 | it('should return correct discount', () => {
  51 |   expect(getInvoiceValue(data1).discount).toEqual(100);
> 52 |   expect(getInvoiceValue(data1).discount).not.toEqual(200);
     |         ^ Eager Test
  53 |   expect(getInvoiceValue(data2).discount).toEqual(16);
  54 |   expect(getInvoiceValue(data2).discount).not.toEqual(18);
  55 |   expect(getInvoiceValue(data3).discount).toEqual(undefined);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/invoice.spec.js,Eager Test,"{'line': 53, 'column': 9, 'index': 1171}","  51 |   expect(getInvoiceValue(data1).discount).toEqual(100);
  52 |   expect(getInvoiceValue(data1).discount).not.toEqual(200);
> 53 |   expect(getInvoiceValue(data2).discount).toEqual(16);
     |         ^ Eager Test
  54 |   expect(getInvoiceValue(data2).discount).not.toEqual(18);
  55 |   expect(getInvoiceValue(data3).discount).toEqual(undefined);
  56 | });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/invoice.spec.js,Eager Test,"{'line': 54, 'column': 9, 'index': 1226}","  52 |   expect(getInvoiceValue(data1).discount).not.toEqual(200);
  53 |   expect(getInvoiceValue(data2).discount).toEqual(16);
> 54 |   expect(getInvoiceValue(data2).discount).not.toEqual(18);
     |         ^ Eager Test
  55 |   expect(getInvoiceValue(data3).discount).toEqual(undefined);
  56 | });
  57 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/invoice.spec.js,Eager Test,"{'line': 55, 'column': 9, 'index': 1285}","  53 |   expect(getInvoiceValue(data2).discount).toEqual(16);
  54 |   expect(getInvoiceValue(data2).discount).not.toEqual(18);
> 55 |   expect(getInvoiceValue(data3).discount).toEqual(undefined);
     |         ^ Eager Test
  56 | });
  57 |
  58 | it('should return correct tax value', () => {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/invoice.spec.js,Eager Test,"{'line': 59, 'column': 9, 'index': 1398}","  57 |
  58 | it('should return correct tax value', () => {
> 59 |   expect(getInvoiceValue(data1).taxAmount).toEqual(10);
     |         ^ Eager Test
  60 |   expect(getInvoiceValue(data1).taxAmount).not.toEqual(11);
  61 |   expect(getInvoiceValue(data2).taxAmount).toEqual(7.2);
  62 |   expect(getInvoiceValue(data2).taxAmount).not.toEqual(8);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/invoice.spec.js,Eager Test,"{'line': 60, 'column': 9, 'index': 1454}","  58 | it('should return correct tax value', () => {
  59 |   expect(getInvoiceValue(data1).taxAmount).toEqual(10);
> 60 |   expect(getInvoiceValue(data1).taxAmount).not.toEqual(11);
     |         ^ Eager Test
  61 |   expect(getInvoiceValue(data2).taxAmount).toEqual(7.2);
  62 |   expect(getInvoiceValue(data2).taxAmount).not.toEqual(8);
  63 |   expect(getInvoiceValue(data3).taxAmount).toEqual(undefined);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/invoice.spec.js,Eager Test,"{'line': 61, 'column': 9, 'index': 1514}","  59 |   expect(getInvoiceValue(data1).taxAmount).toEqual(10);
  60 |   expect(getInvoiceValue(data1).taxAmount).not.toEqual(11);
> 61 |   expect(getInvoiceValue(data2).taxAmount).toEqual(7.2);
     |         ^ Eager Test
  62 |   expect(getInvoiceValue(data2).taxAmount).not.toEqual(8);
  63 |   expect(getInvoiceValue(data3).taxAmount).toEqual(undefined);
  64 | });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/invoice.spec.js,Eager Test,"{'line': 62, 'column': 9, 'index': 1571}","  60 |   expect(getInvoiceValue(data1).taxAmount).not.toEqual(11);
  61 |   expect(getInvoiceValue(data2).taxAmount).toEqual(7.2);
> 62 |   expect(getInvoiceValue(data2).taxAmount).not.toEqual(8);
     |         ^ Eager Test
  63 |   expect(getInvoiceValue(data3).taxAmount).toEqual(undefined);
  64 | });
  65 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/invoice.spec.js,Eager Test,"{'line': 63, 'column': 9, 'index': 1630}","  61 |   expect(getInvoiceValue(data2).taxAmount).toEqual(7.2);
  62 |   expect(getInvoiceValue(data2).taxAmount).not.toEqual(8);
> 63 |   expect(getInvoiceValue(data3).taxAmount).toEqual(undefined);
     |         ^ Eager Test
  64 | });
  65 |
  66 | it('should return correct grandTotal value', () => {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/invoice.spec.js,Eager Test,"{'line': 67, 'column': 9, 'index': 1751}","  65 |
  66 | it('should return correct grandTotal value', () => {
> 67 |   expect(getInvoiceValue(data1).grandTotal).toEqual(110);
     |         ^ Eager Test
  68 |   expect(getInvoiceValue(data1).grandTotal).not.toEqual(100);
  69 |   expect(getInvoiceValue(data2).grandTotal).toEqual(144);
  70 |   expect(getInvoiceValue(data2).grandTotal).not.toEqual(151.2);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/invoice.spec.js,Eager Test,"{'line': 68, 'column': 9, 'index': 1809}","  66 | it('should return correct grandTotal value', () => {
  67 |   expect(getInvoiceValue(data1).grandTotal).toEqual(110);
> 68 |   expect(getInvoiceValue(data1).grandTotal).not.toEqual(100);
     |         ^ Eager Test
  69 |   expect(getInvoiceValue(data2).grandTotal).toEqual(144);
  70 |   expect(getInvoiceValue(data2).grandTotal).not.toEqual(151.2);
  71 |   expect(getInvoiceValue(data3).grandTotal).toEqual(300);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/invoice.spec.js,Eager Test,"{'line': 69, 'column': 9, 'index': 1871}","  67 |   expect(getInvoiceValue(data1).grandTotal).toEqual(110);
  68 |   expect(getInvoiceValue(data1).grandTotal).not.toEqual(100);
> 69 |   expect(getInvoiceValue(data2).grandTotal).toEqual(144);
     |         ^ Eager Test
  70 |   expect(getInvoiceValue(data2).grandTotal).not.toEqual(151.2);
  71 |   expect(getInvoiceValue(data3).grandTotal).toEqual(300);
  72 |   expect(getInvoiceValue(data3).grandTotal).not.toEqual(310);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/invoice.spec.js,Eager Test,"{'line': 70, 'column': 9, 'index': 1929}","  68 |   expect(getInvoiceValue(data1).grandTotal).not.toEqual(100);
  69 |   expect(getInvoiceValue(data2).grandTotal).toEqual(144);
> 70 |   expect(getInvoiceValue(data2).grandTotal).not.toEqual(151.2);
     |         ^ Eager Test
  71 |   expect(getInvoiceValue(data3).grandTotal).toEqual(300);
  72 |   expect(getInvoiceValue(data3).grandTotal).not.toEqual(310);
  73 | });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/invoice.spec.js,Eager Test,"{'line': 71, 'column': 9, 'index': 1993}","  69 |   expect(getInvoiceValue(data2).grandTotal).toEqual(144);
  70 |   expect(getInvoiceValue(data2).grandTotal).not.toEqual(151.2);
> 71 |   expect(getInvoiceValue(data3).grandTotal).toEqual(300);
     |         ^ Eager Test
  72 |   expect(getInvoiceValue(data3).grandTotal).not.toEqual(310);
  73 | });
  74 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/invoice.spec.js,Eager Test,"{'line': 72, 'column': 9, 'index': 2051}","  70 |   expect(getInvoiceValue(data2).grandTotal).not.toEqual(151.2);
  71 |   expect(getInvoiceValue(data3).grandTotal).toEqual(300);
> 72 |   expect(getInvoiceValue(data3).grandTotal).not.toEqual(310);
     |         ^ Eager Test
  73 | });
  74 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/invoice.spec.js,Lazy Test,"{'line': 42, 'column': 9, 'index': 657}","  40 |
  41 | it('should return correct subtotal value', () => {
> 42 |   expect(getInvoiceValue(data1).subtotal).toEqual(200);
     |         ^ Lazy Test
  43 |   expect(getInvoiceValue(data1).subtotal).not.toEqual(100);
  44 |   expect(getInvoiceValue(data2).subtotal).toEqual(160);
  45 |   expect(getInvoiceValue(data2).subtotal).not.toEqual(180);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/invoice.spec.js,Lazy Test,"{'line': 51, 'column': 9, 'index': 1055}","  49 |
  50 | it('should return correct discount', () => {
> 51 |   expect(getInvoiceValue(data1).discount).toEqual(100);
     |         ^ Lazy Test
  52 |   expect(getInvoiceValue(data1).discount).not.toEqual(200);
  53 |   expect(getInvoiceValue(data2).discount).toEqual(16);
  54 |   expect(getInvoiceValue(data2).discount).not.toEqual(18);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/invoice.spec.js,Lazy Test,"{'line': 59, 'column': 9, 'index': 1398}","  57 |
  58 | it('should return correct tax value', () => {
> 59 |   expect(getInvoiceValue(data1).taxAmount).toEqual(10);
     |         ^ Lazy Test
  60 |   expect(getInvoiceValue(data1).taxAmount).not.toEqual(11);
  61 |   expect(getInvoiceValue(data2).taxAmount).toEqual(7.2);
  62 |   expect(getInvoiceValue(data2).taxAmount).not.toEqual(8);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/invoice.spec.js,Lazy Test,"{'line': 67, 'column': 9, 'index': 1751}","  65 |
  66 | it('should return correct grandTotal value', () => {
> 67 |   expect(getInvoiceValue(data1).grandTotal).toEqual(110);
     |         ^ Lazy Test
  68 |   expect(getInvoiceValue(data1).grandTotal).not.toEqual(100);
  69 |   expect(getInvoiceValue(data2).grandTotal).toEqual(144);
  70 |   expect(getInvoiceValue(data2).grandTotal).not.toEqual(151.2);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/invoice.spec.js,Magic Number,"{'line': 42, 'column': 50, 'index': 698}","  40 |
  41 | it('should return correct subtotal value', () => {
> 42 |   expect(getInvoiceValue(data1).subtotal).toEqual(200);
     |                                                  ^ Magic Number
  43 |   expect(getInvoiceValue(data1).subtotal).not.toEqual(100);
  44 |   expect(getInvoiceValue(data2).subtotal).toEqual(160);
  45 |   expect(getInvoiceValue(data2).subtotal).not.toEqual(180);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/invoice.spec.js,Magic Number,"{'line': 43, 'column': 54, 'index': 758}","  41 | it('should return correct subtotal value', () => {
  42 |   expect(getInvoiceValue(data1).subtotal).toEqual(200);
> 43 |   expect(getInvoiceValue(data1).subtotal).not.toEqual(100);
     |                                                      ^ Magic Number
  44 |   expect(getInvoiceValue(data2).subtotal).toEqual(160);
  45 |   expect(getInvoiceValue(data2).subtotal).not.toEqual(180);
  46 |   expect(getInvoiceValue(data3).subtotal).toEqual(300);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/invoice.spec.js,Magic Number,"{'line': 44, 'column': 50, 'index': 814}","  42 |   expect(getInvoiceValue(data1).subtotal).toEqual(200);
  43 |   expect(getInvoiceValue(data1).subtotal).not.toEqual(100);
> 44 |   expect(getInvoiceValue(data2).subtotal).toEqual(160);
     |                                                  ^ Magic Number
  45 |   expect(getInvoiceValue(data2).subtotal).not.toEqual(180);
  46 |   expect(getInvoiceValue(data3).subtotal).toEqual(300);
  47 |   expect(getInvoiceValue(data3).subtotal).not.toEqual(310);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/invoice.spec.js,Magic Number,"{'line': 45, 'column': 54, 'index': 874}","  43 |   expect(getInvoiceValue(data1).subtotal).not.toEqual(100);
  44 |   expect(getInvoiceValue(data2).subtotal).toEqual(160);
> 45 |   expect(getInvoiceValue(data2).subtotal).not.toEqual(180);
     |                                                      ^ Magic Number
  46 |   expect(getInvoiceValue(data3).subtotal).toEqual(300);
  47 |   expect(getInvoiceValue(data3).subtotal).not.toEqual(310);
  48 | });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/invoice.spec.js,Magic Number,"{'line': 46, 'column': 50, 'index': 930}","  44 |   expect(getInvoiceValue(data2).subtotal).toEqual(160);
  45 |   expect(getInvoiceValue(data2).subtotal).not.toEqual(180);
> 46 |   expect(getInvoiceValue(data3).subtotal).toEqual(300);
     |                                                  ^ Magic Number
  47 |   expect(getInvoiceValue(data3).subtotal).not.toEqual(310);
  48 | });
  49 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/invoice.spec.js,Magic Number,"{'line': 47, 'column': 54, 'index': 990}","  45 |   expect(getInvoiceValue(data2).subtotal).not.toEqual(180);
  46 |   expect(getInvoiceValue(data3).subtotal).toEqual(300);
> 47 |   expect(getInvoiceValue(data3).subtotal).not.toEqual(310);
     |                                                      ^ Magic Number
  48 | });
  49 |
  50 | it('should return correct discount', () => {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/invoice.spec.js,Magic Number,"{'line': 51, 'column': 50, 'index': 1096}","  49 |
  50 | it('should return correct discount', () => {
> 51 |   expect(getInvoiceValue(data1).discount).toEqual(100);
     |                                                  ^ Magic Number
  52 |   expect(getInvoiceValue(data1).discount).not.toEqual(200);
  53 |   expect(getInvoiceValue(data2).discount).toEqual(16);
  54 |   expect(getInvoiceValue(data2).discount).not.toEqual(18);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/invoice.spec.js,Magic Number,"{'line': 52, 'column': 54, 'index': 1156}","  50 | it('should return correct discount', () => {
  51 |   expect(getInvoiceValue(data1).discount).toEqual(100);
> 52 |   expect(getInvoiceValue(data1).discount).not.toEqual(200);
     |                                                      ^ Magic Number
  53 |   expect(getInvoiceValue(data2).discount).toEqual(16);
  54 |   expect(getInvoiceValue(data2).discount).not.toEqual(18);
  55 |   expect(getInvoiceValue(data3).discount).toEqual(undefined);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/invoice.spec.js,Magic Number,"{'line': 53, 'column': 50, 'index': 1212}","  51 |   expect(getInvoiceValue(data1).discount).toEqual(100);
  52 |   expect(getInvoiceValue(data1).discount).not.toEqual(200);
> 53 |   expect(getInvoiceValue(data2).discount).toEqual(16);
     |                                                  ^ Magic Number
  54 |   expect(getInvoiceValue(data2).discount).not.toEqual(18);
  55 |   expect(getInvoiceValue(data3).discount).toEqual(undefined);
  56 | });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/invoice.spec.js,Magic Number,"{'line': 54, 'column': 54, 'index': 1271}","  52 |   expect(getInvoiceValue(data1).discount).not.toEqual(200);
  53 |   expect(getInvoiceValue(data2).discount).toEqual(16);
> 54 |   expect(getInvoiceValue(data2).discount).not.toEqual(18);
     |                                                      ^ Magic Number
  55 |   expect(getInvoiceValue(data3).discount).toEqual(undefined);
  56 | });
  57 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/invoice.spec.js,Magic Number,"{'line': 59, 'column': 51, 'index': 1440}","  57 |
  58 | it('should return correct tax value', () => {
> 59 |   expect(getInvoiceValue(data1).taxAmount).toEqual(10);
     |                                                   ^ Magic Number
  60 |   expect(getInvoiceValue(data1).taxAmount).not.toEqual(11);
  61 |   expect(getInvoiceValue(data2).taxAmount).toEqual(7.2);
  62 |   expect(getInvoiceValue(data2).taxAmount).not.toEqual(8);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/invoice.spec.js,Magic Number,"{'line': 60, 'column': 55, 'index': 1500}","  58 | it('should return correct tax value', () => {
  59 |   expect(getInvoiceValue(data1).taxAmount).toEqual(10);
> 60 |   expect(getInvoiceValue(data1).taxAmount).not.toEqual(11);
     |                                                       ^ Magic Number
  61 |   expect(getInvoiceValue(data2).taxAmount).toEqual(7.2);
  62 |   expect(getInvoiceValue(data2).taxAmount).not.toEqual(8);
  63 |   expect(getInvoiceValue(data3).taxAmount).toEqual(undefined);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/invoice.spec.js,Magic Number,"{'line': 61, 'column': 51, 'index': 1556}","  59 |   expect(getInvoiceValue(data1).taxAmount).toEqual(10);
  60 |   expect(getInvoiceValue(data1).taxAmount).not.toEqual(11);
> 61 |   expect(getInvoiceValue(data2).taxAmount).toEqual(7.2);
     |                                                   ^ Magic Number
  62 |   expect(getInvoiceValue(data2).taxAmount).not.toEqual(8);
  63 |   expect(getInvoiceValue(data3).taxAmount).toEqual(undefined);
  64 | });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/invoice.spec.js,Magic Number,"{'line': 62, 'column': 55, 'index': 1617}","  60 |   expect(getInvoiceValue(data1).taxAmount).not.toEqual(11);
  61 |   expect(getInvoiceValue(data2).taxAmount).toEqual(7.2);
> 62 |   expect(getInvoiceValue(data2).taxAmount).not.toEqual(8);
     |                                                       ^ Magic Number
  63 |   expect(getInvoiceValue(data3).taxAmount).toEqual(undefined);
  64 | });
  65 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/invoice.spec.js,Magic Number,"{'line': 67, 'column': 52, 'index': 1794}","  65 |
  66 | it('should return correct grandTotal value', () => {
> 67 |   expect(getInvoiceValue(data1).grandTotal).toEqual(110);
     |                                                    ^ Magic Number
  68 |   expect(getInvoiceValue(data1).grandTotal).not.toEqual(100);
  69 |   expect(getInvoiceValue(data2).grandTotal).toEqual(144);
  70 |   expect(getInvoiceValue(data2).grandTotal).not.toEqual(151.2);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/invoice.spec.js,Magic Number,"{'line': 68, 'column': 56, 'index': 1856}","  66 | it('should return correct grandTotal value', () => {
  67 |   expect(getInvoiceValue(data1).grandTotal).toEqual(110);
> 68 |   expect(getInvoiceValue(data1).grandTotal).not.toEqual(100);
     |                                                        ^ Magic Number
  69 |   expect(getInvoiceValue(data2).grandTotal).toEqual(144);
  70 |   expect(getInvoiceValue(data2).grandTotal).not.toEqual(151.2);
  71 |   expect(getInvoiceValue(data3).grandTotal).toEqual(300);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/invoice.spec.js,Magic Number,"{'line': 69, 'column': 52, 'index': 1914}","  67 |   expect(getInvoiceValue(data1).grandTotal).toEqual(110);
  68 |   expect(getInvoiceValue(data1).grandTotal).not.toEqual(100);
> 69 |   expect(getInvoiceValue(data2).grandTotal).toEqual(144);
     |                                                    ^ Magic Number
  70 |   expect(getInvoiceValue(data2).grandTotal).not.toEqual(151.2);
  71 |   expect(getInvoiceValue(data3).grandTotal).toEqual(300);
  72 |   expect(getInvoiceValue(data3).grandTotal).not.toEqual(310);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/invoice.spec.js,Magic Number,"{'line': 70, 'column': 56, 'index': 1976}","  68 |   expect(getInvoiceValue(data1).grandTotal).not.toEqual(100);
  69 |   expect(getInvoiceValue(data2).grandTotal).toEqual(144);
> 70 |   expect(getInvoiceValue(data2).grandTotal).not.toEqual(151.2);
     |                                                        ^ Magic Number
  71 |   expect(getInvoiceValue(data3).grandTotal).toEqual(300);
  72 |   expect(getInvoiceValue(data3).grandTotal).not.toEqual(310);
  73 | });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/invoice.spec.js,Magic Number,"{'line': 71, 'column': 52, 'index': 2036}","  69 |   expect(getInvoiceValue(data2).grandTotal).toEqual(144);
  70 |   expect(getInvoiceValue(data2).grandTotal).not.toEqual(151.2);
> 71 |   expect(getInvoiceValue(data3).grandTotal).toEqual(300);
     |                                                    ^ Magic Number
  72 |   expect(getInvoiceValue(data3).grandTotal).not.toEqual(310);
  73 | });
  74 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/invoice.spec.js,Magic Number,"{'line': 72, 'column': 56, 'index': 2098}","  70 |   expect(getInvoiceValue(data2).grandTotal).not.toEqual(151.2);
  71 |   expect(getInvoiceValue(data3).grandTotal).toEqual(300);
> 72 |   expect(getInvoiceValue(data3).grandTotal).not.toEqual(310);
     |                                                        ^ Magic Number
  73 | });
  74 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/form.spec.js,Duplicate Assert,"{'line': 109, 'column': 4, 'index': 2494}","  107 |     const invoiceData = getInvoiceData(formData);
  108 |     // Include custom invoiceID
> 109 |     expect(invoiceData).not.toHaveProperty('invoiceID');
      |    ^ Duplicate Assert
  110 |     // Include Rows & Recipient Data
  111 |     expect(invoiceData).toHaveProperty('rows');
  112 |     expect(invoiceData).toHaveProperty('recipient');"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/form.spec.js,Duplicate Assert,"{'line': 111, 'column': 4, 'index': 2588}","  109 |     expect(invoiceData).not.toHaveProperty('invoiceID');
  110 |     // Include Rows & Recipient Data
> 111 |     expect(invoiceData).toHaveProperty('rows');
      |    ^ Duplicate Assert
  112 |     expect(invoiceData).toHaveProperty('recipient');
  113 |     expect(invoiceData).toHaveProperty('currency');
  114 |     // Not include non-required data"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/form.spec.js,Duplicate Assert,"{'line': 112, 'column': 4, 'index': 2636}","  110 |     // Include Rows & Recipient Data
  111 |     expect(invoiceData).toHaveProperty('rows');
> 112 |     expect(invoiceData).toHaveProperty('recipient');
      |    ^ Duplicate Assert
  113 |     expect(invoiceData).toHaveProperty('currency');
  114 |     // Not include non-required data
  115 |     expect(invoiceData).not.toHaveProperty('dueDate');"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/form.spec.js,Duplicate Assert,"{'line': 113, 'column': 4, 'index': 2689}","  111 |     expect(invoiceData).toHaveProperty('rows');
  112 |     expect(invoiceData).toHaveProperty('recipient');
> 113 |     expect(invoiceData).toHaveProperty('currency');
      |    ^ Duplicate Assert
  114 |     // Not include non-required data
  115 |     expect(invoiceData).not.toHaveProperty('dueDate');
  116 |     expect(invoiceData).not.toHaveProperty('discount');"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/form.spec.js,Duplicate Assert,"{'line': 115, 'column': 4, 'index': 2778}","  113 |     expect(invoiceData).toHaveProperty('currency');
  114 |     // Not include non-required data
> 115 |     expect(invoiceData).not.toHaveProperty('dueDate');
      |    ^ Duplicate Assert
  116 |     expect(invoiceData).not.toHaveProperty('discount');
  117 |     expect(invoiceData).not.toHaveProperty('tax');
  118 |     expect(invoiceData).not.toHaveProperty('note');"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/form.spec.js,Duplicate Assert,"{'line': 116, 'column': 4, 'index': 2833}","  114 |     // Not include non-required data
  115 |     expect(invoiceData).not.toHaveProperty('dueDate');
> 116 |     expect(invoiceData).not.toHaveProperty('discount');
      |    ^ Duplicate Assert
  117 |     expect(invoiceData).not.toHaveProperty('tax');
  118 |     expect(invoiceData).not.toHaveProperty('note');
  119 |     expect(invoiceData).not.toHaveProperty('settings');"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/form.spec.js,Duplicate Assert,"{'line': 117, 'column': 4, 'index': 2889}","  115 |     expect(invoiceData).not.toHaveProperty('dueDate');
  116 |     expect(invoiceData).not.toHaveProperty('discount');
> 117 |     expect(invoiceData).not.toHaveProperty('tax');
      |    ^ Duplicate Assert
  118 |     expect(invoiceData).not.toHaveProperty('note');
  119 |     expect(invoiceData).not.toHaveProperty('settings');
  120 |     expect(invoiceData).not.toHaveProperty('savedSettings');"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/form.spec.js,Duplicate Assert,"{'line': 118, 'column': 4, 'index': 2940}","  116 |     expect(invoiceData).not.toHaveProperty('discount');
  117 |     expect(invoiceData).not.toHaveProperty('tax');
> 118 |     expect(invoiceData).not.toHaveProperty('note');
      |    ^ Duplicate Assert
  119 |     expect(invoiceData).not.toHaveProperty('settings');
  120 |     expect(invoiceData).not.toHaveProperty('savedSettings');
  121 |   });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/form.spec.js,Duplicate Assert,"{'line': 119, 'column': 4, 'index': 2992}","  117 |     expect(invoiceData).not.toHaveProperty('tax');
  118 |     expect(invoiceData).not.toHaveProperty('note');
> 119 |     expect(invoiceData).not.toHaveProperty('settings');
      |    ^ Duplicate Assert
  120 |     expect(invoiceData).not.toHaveProperty('savedSettings');
  121 |   });
  122 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/form.spec.js,Duplicate Assert,"{'line': 120, 'column': 4, 'index': 3048}","  118 |     expect(invoiceData).not.toHaveProperty('note');
  119 |     expect(invoiceData).not.toHaveProperty('settings');
> 120 |     expect(invoiceData).not.toHaveProperty('savedSettings');
      |    ^ Duplicate Assert
  121 |   });
  122 |
  123 |   it('Should return rows data correctly', () => {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/form.spec.js,Duplicate Assert,"{'line': 131, 'column': 4, 'index': 3395}","  129 |     let invoiceData = getInvoiceData(formData);
  130 |     // Filter out data
> 131 |     expect(invoiceData.recipient).not.toHaveProperty('new');
      |    ^ Duplicate Assert
  132 |     expect(invoiceData.recipient).not.toHaveProperty('select');
  133 |     expect(invoiceData.recipient).not.toHaveProperty('newRecipient');
  134 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/form.spec.js,Duplicate Assert,"{'line': 132, 'column': 4, 'index': 3456}","  130 |     // Filter out data
  131 |     expect(invoiceData.recipient).not.toHaveProperty('new');
> 132 |     expect(invoiceData.recipient).not.toHaveProperty('select');
      |    ^ Duplicate Assert
  133 |     expect(invoiceData.recipient).not.toHaveProperty('newRecipient');
  134 |
  135 |     // Choose new contact data"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/form.spec.js,Duplicate Assert,"{'line': 133, 'column': 4, 'index': 3520}","  131 |     expect(invoiceData.recipient).not.toHaveProperty('new');
  132 |     expect(invoiceData.recipient).not.toHaveProperty('select');
> 133 |     expect(invoiceData.recipient).not.toHaveProperty('newRecipient');
      |    ^ Duplicate Assert
  134 |
  135 |     // Choose new contact data
  136 |     expect(invoiceData.recipient).toHaveProperty('fullname');"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/form.spec.js,Duplicate Assert,"{'line': 136, 'column': 4, 'index': 3622}","  134 |
  135 |     // Choose new contact data
> 136 |     expect(invoiceData.recipient).toHaveProperty('fullname');
      |    ^ Duplicate Assert
  137 |     expect(invoiceData.recipient).toHaveProperty('email');
  138 |     expect(invoiceData.recipient).not.toHaveProperty('company');
  139 |     expect(invoiceData.recipient).not.toHaveProperty('phone');"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/form.spec.js,Duplicate Assert,"{'line': 136, 'column': 4, 'index': 3622}","  134 |
  135 |     // Choose new contact data
