file,type,line,frame
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/unit.js,Ignored Test,"{'line': 175, 'column': 9, 'index': 5830}","  173 | }
  284 |         delete response.headers['last-modified']"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 281, 'column': 8, 'index': 8873}","  279 |         expectedResponse.body = Buffer.from(samLogoBase64, 'base64')
  280 |         expectedResponse.isBase64Encoded = false
> 281 |         expect(response.headers.etag).toMatch(etagRegex)
      |        ^ Duplicate Assert
  282 |         expect(response.headers['last-modified']).toMatch(lastModifiedRegex)
  283 |         delete response.headers.etag
  284 |         delete response.headers['last-modified']"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 282, 'column': 8, 'index': 8930}","  280 |         expectedResponse.isBase64Encoded = false
  281 |         expect(response.headers.etag).toMatch(etagRegex)
> 282 |         expect(response.headers['last-modified']).toMatch(lastModifiedRegex)
      |        ^ Duplicate Assert
  283 |         delete response.headers.etag
  284 |         delete response.headers['last-modified']
  285 |         break"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 282, 'column': 8, 'index': 8930}","  280 |         expectedResponse.isBase64Encoded = false
  281 |         expect(response.headers.etag).toMatch(etagRegex)
> 282 |         expect(response.headers['last-modified']).toMatch(lastModifiedRegex)
      |        ^ Duplicate Assert
  283 |         delete response.headers.etag
  284 |         delete response.headers['last-modified']
  285 |         break"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 287, 'column': 8, 'index': 9134}","  285 |         break
  286 |       case 'apiGatewayV2':
> 287 |         expect(response.headers.etag).toMatch(etagRegex)
      |        ^ Duplicate Assert
  288 |         expect(response.headers['last-modified']).toMatch(lastModifiedRegex)
  289 |         delete response.headers.etag
  290 |         delete response.headers['last-modified']"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 287, 'column': 8, 'index': 9134}","  285 |         break
  286 |       case 'apiGatewayV2':
> 287 |         expect(response.headers.etag).toMatch(etagRegex)
      |        ^ Duplicate Assert
  288 |         expect(response.headers['last-modified']).toMatch(lastModifiedRegex)
  289 |         delete response.headers.etag
  290 |         delete response.headers['last-modified']"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 288, 'column': 8, 'index': 9191}","  286 |       case 'apiGatewayV2':
  287 |         expect(response.headers.etag).toMatch(etagRegex)
> 288 |         expect(response.headers['last-modified']).toMatch(lastModifiedRegex)
      |        ^ Duplicate Assert
  289 |         delete response.headers.etag
  290 |         delete response.headers['last-modified']
  291 |         break"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 288, 'column': 8, 'index': 9191}","  286 |       case 'apiGatewayV2':
  287 |         expect(response.headers.etag).toMatch(etagRegex)
> 288 |         expect(response.headers['last-modified']).toMatch(lastModifiedRegex)
      |        ^ Duplicate Assert
  289 |         delete response.headers.etag
  290 |         delete response.headers['last-modified']
  291 |         break"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 579, 'column': 2, 'index': 17575}","  577 |     ['verbose', 'nocall']
  578 |   ])
> 579 |   expect(global.console.warn).not.toHaveBeenCalled()
      |  ^ Duplicate Assert
  580 |   expect(global.console.debug).not.toHaveBeenCalled()
  581 |   expect(global.console.info).not.toHaveBeenCalled()
  582 |   expect(global.console.error).toHaveBeenLastCalledWith({ message: 'error' })"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 580, 'column': 2, 'index': 17628}","  578 |   ])
  579 |   expect(global.console.warn).not.toHaveBeenCalled()
> 580 |   expect(global.console.debug).not.toHaveBeenCalled()
      |  ^ Duplicate Assert
  581 |   expect(global.console.info).not.toHaveBeenCalled()
  582 |   expect(global.console.error).toHaveBeenLastCalledWith({ message: 'error' })
  583 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 580, 'column': 2, 'index': 17628}","  578 |   ])
  579 |   expect(global.console.warn).not.toHaveBeenCalled()
> 580 |   expect(global.console.debug).not.toHaveBeenCalled()
      |  ^ Duplicate Assert
  581 |   expect(global.console.info).not.toHaveBeenCalled()
  582 |   expect(global.console.error).toHaveBeenLastCalledWith({ message: 'error' })
  583 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 581, 'column': 2, 'index': 17682}","  579 |   expect(global.console.warn).not.toHaveBeenCalled()
  580 |   expect(global.console.debug).not.toHaveBeenCalled()
> 581 |   expect(global.console.info).not.toHaveBeenCalled()
      |  ^ Duplicate Assert
  582 |   expect(global.console.error).toHaveBeenLastCalledWith({ message: 'error' })
  583 |
  584 |   // Test warn level"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 581, 'column': 2, 'index': 17682}","  579 |   expect(global.console.warn).not.toHaveBeenCalled()
  580 |   expect(global.console.debug).not.toHaveBeenCalled()
> 581 |   expect(global.console.info).not.toHaveBeenCalled()
      |  ^ Duplicate Assert
  582 |   expect(global.console.error).toHaveBeenLastCalledWith({ message: 'error' })
  583 |
  584 |   // Test warn level"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 582, 'column': 2, 'index': 17735}","  580 |   expect(global.console.debug).not.toHaveBeenCalled()
  581 |   expect(global.console.info).not.toHaveBeenCalled()
> 582 |   expect(global.console.error).toHaveBeenLastCalledWith({ message: 'error' })
      |  ^ Duplicate Assert
  583 |
  584 |   // Test warn level
  585 |   const loggerWarn = setupLogger('warn')"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 593, 'column': 2, 'index': 18038}","  591 |     ['verbose', 'nocall']
  592 |   ])
> 593 |   expect(global.console.debug).not.toHaveBeenCalled()
      |  ^ Duplicate Assert
  594 |   expect(global.console.info).not.toHaveBeenCalled()
  595 |   expect(global.console.error).toHaveBeenLastCalledWith({ message: 'error2' })
  596 |   expect(global.console.warn).toHaveBeenLastCalledWith({ message: 'warn2' })"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 593, 'column': 2, 'index': 18038}","  591 |     ['verbose', 'nocall']
  592 |   ])
> 593 |   expect(global.console.debug).not.toHaveBeenCalled()
      |  ^ Duplicate Assert
  594 |   expect(global.console.info).not.toHaveBeenCalled()
  595 |   expect(global.console.error).toHaveBeenLastCalledWith({ message: 'error2' })
  596 |   expect(global.console.warn).toHaveBeenLastCalledWith({ message: 'warn2' })"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 594, 'column': 2, 'index': 18092}","  592 |   ])
  593 |   expect(global.console.debug).not.toHaveBeenCalled()
> 594 |   expect(global.console.info).not.toHaveBeenCalled()
      |  ^ Duplicate Assert
  595 |   expect(global.console.error).toHaveBeenLastCalledWith({ message: 'error2' })
  596 |   expect(global.console.warn).toHaveBeenLastCalledWith({ message: 'warn2' })
  597 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 594, 'column': 2, 'index': 18092}","  592 |   ])
  593 |   expect(global.console.debug).not.toHaveBeenCalled()
> 594 |   expect(global.console.info).not.toHaveBeenCalled()
      |  ^ Duplicate Assert
  595 |   expect(global.console.error).toHaveBeenLastCalledWith({ message: 'error2' })
  596 |   expect(global.console.warn).toHaveBeenLastCalledWith({ message: 'warn2' })
  597 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 595, 'column': 2, 'index': 18145}","  593 |   expect(global.console.debug).not.toHaveBeenCalled()
  594 |   expect(global.console.info).not.toHaveBeenCalled()
> 595 |   expect(global.console.error).toHaveBeenLastCalledWith({ message: 'error2' })
      |  ^ Duplicate Assert
  596 |   expect(global.console.warn).toHaveBeenLastCalledWith({ message: 'warn2' })
  597 |
  598 |   // Test info level"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 596, 'column': 2, 'index': 18224}","  594 |   expect(global.console.info).not.toHaveBeenCalled()
  595 |   expect(global.console.error).toHaveBeenLastCalledWith({ message: 'error2' })
> 596 |   expect(global.console.warn).toHaveBeenLastCalledWith({ message: 'warn2' })
      |  ^ Duplicate Assert
  597 |
  598 |   // Test info level
  599 |   const loggerInfo = setupLogger('info')"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 607, 'column': 2, 'index': 18525}","  605 |     ['verbose', 'nocall']
  606 |   ])
> 607 |   expect(global.console.debug).not.toHaveBeenCalled()
      |  ^ Duplicate Assert
  608 |   expect(global.console.error).toHaveBeenLastCalledWith({ message: 'error3' })
  609 |   expect(global.console.warn).toHaveBeenLastCalledWith({ message: 'warn3' })
  610 |   expect(global.console.info).toHaveBeenLastCalledWith({ message: 'info3' })"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 607, 'column': 2, 'index': 18525}","  605 |     ['verbose', 'nocall']
  606 |   ])
> 607 |   expect(global.console.debug).not.toHaveBeenCalled()
      |  ^ Duplicate Assert
  608 |   expect(global.console.error).toHaveBeenLastCalledWith({ message: 'error3' })
  609 |   expect(global.console.warn).toHaveBeenLastCalledWith({ message: 'warn3' })
  610 |   expect(global.console.info).toHaveBeenLastCalledWith({ message: 'info3' })"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 608, 'column': 2, 'index': 18579}","  606 |   ])
  607 |   expect(global.console.debug).not.toHaveBeenCalled()
> 608 |   expect(global.console.error).toHaveBeenLastCalledWith({ message: 'error3' })
      |  ^ Duplicate Assert
  609 |   expect(global.console.warn).toHaveBeenLastCalledWith({ message: 'warn3' })
  610 |   expect(global.console.info).toHaveBeenLastCalledWith({ message: 'info3' })
  611 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 609, 'column': 2, 'index': 18658}","  607 |   expect(global.console.debug).not.toHaveBeenCalled()
  608 |   expect(global.console.error).toHaveBeenLastCalledWith({ message: 'error3' })
> 609 |   expect(global.console.warn).toHaveBeenLastCalledWith({ message: 'warn3' })
      |  ^ Duplicate Assert
  610 |   expect(global.console.info).toHaveBeenLastCalledWith({ message: 'info3' })
  611 |
  612 |   // Test verbose level"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 610, 'column': 2, 'index': 18735}","  608 |   expect(global.console.error).toHaveBeenLastCalledWith({ message: 'error3' })
  609 |   expect(global.console.warn).toHaveBeenLastCalledWith({ message: 'warn3' })
> 610 |   expect(global.console.info).toHaveBeenLastCalledWith({ message: 'info3' })
      |  ^ Duplicate Assert
  611 |
  612 |   // Test verbose level
  613 |   const loggerVerbose = setupLogger('verbose')"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 621, 'column': 2, 'index': 19050}","  619 |     ['debug', 'nocall']
  620 |   ])
> 621 |   expect(global.console.error).toHaveBeenLastCalledWith({ message: 'error4' })
      |  ^ Duplicate Assert
  622 |   expect(global.console.warn).toHaveBeenLastCalledWith({ message: 'warn4' })
  623 |   expect(global.console.info).toHaveBeenLastCalledWith({ message: 'info4' })
  624 |   expect(global.console.debug).toHaveBeenLastCalledWith({ message: 'verbose4' })"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 622, 'column': 2, 'index': 19129}","  620 |   ])
  621 |   expect(global.console.error).toHaveBeenLastCalledWith({ message: 'error4' })
> 622 |   expect(global.console.warn).toHaveBeenLastCalledWith({ message: 'warn4' })
      |  ^ Duplicate Assert
  623 |   expect(global.console.info).toHaveBeenLastCalledWith({ message: 'info4' })
  624 |   expect(global.console.debug).toHaveBeenLastCalledWith({ message: 'verbose4' })
  625 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 623, 'column': 2, 'index': 19206}","  621 |   expect(global.console.error).toHaveBeenLastCalledWith({ message: 'error4' })
  622 |   expect(global.console.warn).toHaveBeenLastCalledWith({ message: 'warn4' })
> 623 |   expect(global.console.info).toHaveBeenLastCalledWith({ message: 'info4' })
      |  ^ Duplicate Assert
  624 |   expect(global.console.debug).toHaveBeenLastCalledWith({ message: 'verbose4' })
  625 |
  626 |   // Test debug level"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 624, 'column': 2, 'index': 19283}","  622 |   expect(global.console.warn).toHaveBeenLastCalledWith({ message: 'warn4' })
  623 |   expect(global.console.info).toHaveBeenLastCalledWith({ message: 'info4' })
> 624 |   expect(global.console.debug).toHaveBeenLastCalledWith({ message: 'verbose4' })
      |  ^ Duplicate Assert
  625 |
  626 |   // Test debug level
  627 |   const loggerDebug = setupLogger('debug')"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 635, 'column': 2, 'index': 19594}","  633 |     ['debug', 'debug5']
  634 |   ])
> 635 |   expect(global.console.error).toHaveBeenLastCalledWith({ message: 'error5' })
      |  ^ Duplicate Assert
  636 |   expect(global.console.warn).toHaveBeenLastCalledWith({ message: 'warn5' })
  637 |   expect(global.console.info).toHaveBeenLastCalledWith({ message: 'info5' })
  638 |   expect(global.console.debug).toHaveBeenLastCalledWith({ message: 'debug5' })"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 636, 'column': 2, 'index': 19673}","  634 |   ])
  635 |   expect(global.console.error).toHaveBeenLastCalledWith({ message: 'error5' })
> 636 |   expect(global.console.warn).toHaveBeenLastCalledWith({ message: 'warn5' })
      |  ^ Duplicate Assert
  637 |   expect(global.console.info).toHaveBeenLastCalledWith({ message: 'info5' })
  638 |   expect(global.console.debug).toHaveBeenLastCalledWith({ message: 'debug5' })
  639 | })"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 637, 'column': 2, 'index': 19750}","  635 |   expect(global.console.error).toHaveBeenLastCalledWith({ message: 'error5' })
  636 |   expect(global.console.warn).toHaveBeenLastCalledWith({ message: 'warn5' })
> 637 |   expect(global.console.info).toHaveBeenLastCalledWith({ message: 'info5' })
      |  ^ Duplicate Assert
  638 |   expect(global.console.debug).toHaveBeenLastCalledWith({ message: 'debug5' })
  639 | })
  640 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 638, 'column': 2, 'index': 19827}","  636 |   expect(global.console.warn).toHaveBeenLastCalledWith({ message: 'warn5' })
  637 |   expect(global.console.info).toHaveBeenLastCalledWith({ message: 'info5' })
> 638 |   expect(global.console.debug).toHaveBeenLastCalledWith({ message: 'debug5' })
      |  ^ Duplicate Assert
  639 | })
  640 |
  641 |     test('lazy print of logger', async () => {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 649, 'column': 6, 'index': 20193}","  647 |       logger.debug('array', ['message'])
  648 |
> 649 |       expect(global.console.debug).toHaveBeenNthCalledWith(
      |      ^ Duplicate Assert
  650 |         1,
  651 |         {
  652 |           message: 'simple message'"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 655, 'column': 6, 'index': 20328}","  653 |         }
  654 |       )
> 655 |       expect(global.console.debug).toHaveBeenNthCalledWith(
      |      ^ Duplicate Assert
  656 |         2,
  657 |         {
  658 |           message: 'debug',"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 663, 'column': 6, 'index': 20499}","  661 |         }
  662 |       )
> 663 |       expect(global.console.debug).toHaveBeenNthCalledWith(
      |      ^ Duplicate Assert
  664 |         3,
  665 |         {
  666 |           message: 'debug'"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 669, 'column': 6, 'index': 20625}","  667 |         }
  668 |       )
> 669 |       expect(global.console.debug).toHaveBeenNthCalledWith(
      |      ^ Duplicate Assert
  670 |         4,
  671 |         {
  672 |           message: 'array',"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Ignored Test,"{'line': 423, 'column': 7, 'index': 13127}","  421 |   })
  422 |
> 423 |   test.skip('respondToEventSourceWithError', async () => {
      |       ^ Ignored Test
  424 |     const response = await serverlessExpressInstance(null)
  425 |     expect(response).toEqual({
  426 |       statusCode: 500,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Magic Number,"{'line': 270, 'column': 63, 'index': 8318}","  268 |       case 'alb':
  269 |       case 'apiGatewayV1':
> 270 |         expect(response.multiValueHeaders.etag.length).toEqual(1)
      |                                                               ^ Magic Number
  271 |         expect(response.multiValueHeaders.etag[0]).toMatch(etagRegex)
  272 |         expect(response.multiValueHeaders['last-modified'].length).toEqual(1)
  273 |         expect(response.multiValueHeaders['last-modified'][0]).toMatch(lastModifiedRegex)"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Magic Number,"{'line': 272, 'column': 75, 'index': 8466}","  270 |         expect(response.multiValueHeaders.etag.length).toEqual(1)
  271 |         expect(response.multiValueHeaders.etag[0]).toMatch(etagRegex)
> 272 |         expect(response.multiValueHeaders['last-modified'].length).toEqual(1)
      |                                                                           ^ Magic Number
  273 |         expect(response.multiValueHeaders['last-modified'][0]).toMatch(lastModifiedRegex)
  274 |         delete response.multiValueHeaders.etag
  275 |         delete response.multiValueHeaders['last-modified']"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Magic Number,"{'line': 293, 'column': 53, 'index': 9438}","  291 |         break
  292 |       case 'lambdaEdge':
> 293 |         expect(response.headers.etag.length).toEqual(1)
      |                                                     ^ Magic Number
  294 |         expect(response.headers.etag[0].key).toMatch('etag')
  295 |         expect(response.headers.etag[0].value).toMatch(etagRegex)
  296 |         expect(response.headers['last-modified'].length).toEqual(1)"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Magic Number,"{'line': 296, 'column': 65, 'index': 9633}","  294 |         expect(response.headers.etag[0].key).toMatch('etag')
  295 |         expect(response.headers.etag[0].value).toMatch(etagRegex)
> 296 |         expect(response.headers['last-modified'].length).toEqual(1)
      |                                                                 ^ Magic Number
  297 |         expect(response.headers['last-modified'][0].key).toMatch('last-modified')
  298 |         expect(response.headers['last-modified'][0].value).toMatch(lastModifiedRegex)
  299 |         delete response.headers.etag"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Magic Number,"{'line': 546, 'column': 56, 'index': 16539}","  544 |       await serverlessExpressInstance(event)
  545 |
> 546 |       expect(customLogger.debug.mock.calls.length).toBe(6)
      |                                                        ^ Magic Number
  547 |
  548 |       // TODO: test log levels
  549 |       // customLogger.level = 'error'"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Mystery Guest,"{'column': 25, 'line': 252}","  250 |     const response = await serverlessExpressInstance(event)
  251 |
> 252 |     const samLogoImage = fs.readFileSync(samLogoPath)
      |                         ^ Mystery Guest
  253 |     const samLogoBase64 = Buffer.from(samLogoImage).toString('base64')
  254 |     const expectedResponse = makeResponse({
  255 |       eventSourceName,"
