file,type,line,frame
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/unit.js,Ignored Test,"{'line': 175, 'column': 9, 'index': 5830}","  173 | }
  284 |         delete response.headers['last-modified']"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 281, 'column': 8, 'index': 8873}","  279 |         expectedResponse.body = Buffer.from(samLogoBase64, 'base64')
  280 |         expectedResponse.isBase64Encoded = false
> 281 |         expect(response.headers.etag).toMatch(etagRegex)
      |        ^ Duplicate Assert
  282 |         expect(response.headers['last-modified']).toMatch(lastModifiedRegex)
  283 |         delete response.headers.etag
  284 |         delete response.headers['last-modified']"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 282, 'column': 8, 'index': 8930}","  280 |         expectedResponse.isBase64Encoded = false
  281 |         expect(response.headers.etag).toMatch(etagRegex)
> 282 |         expect(response.headers['last-modified']).toMatch(lastModifiedRegex)
      |        ^ Duplicate Assert
  283 |         delete response.headers.etag
  284 |         delete response.headers['last-modified']
  285 |         break"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 282, 'column': 8, 'index': 8930}","  280 |         expectedResponse.isBase64Encoded = false
  281 |         expect(response.headers.etag).toMatch(etagRegex)
> 282 |         expect(response.headers['last-modified']).toMatch(lastModifiedRegex)
      |        ^ Duplicate Assert
  283 |         delete response.headers.etag
  284 |         delete response.headers['last-modified']
  285 |         break"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 287, 'column': 8, 'index': 9134}","  285 |         break
  286 |       case 'apiGatewayV2':
> 287 |         expect(response.headers.etag).toMatch(etagRegex)
      |        ^ Duplicate Assert
  288 |         expect(response.headers['last-modified']).toMatch(lastModifiedRegex)
  289 |         delete response.headers.etag
  290 |         delete response.headers['last-modified']"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 287, 'column': 8, 'index': 9134}","  285 |         break
  286 |       case 'apiGatewayV2':
> 287 |         expect(response.headers.etag).toMatch(etagRegex)
      |        ^ Duplicate Assert
  288 |         expect(response.headers['last-modified']).toMatch(lastModifiedRegex)
  289 |         delete response.headers.etag
  290 |         delete response.headers['last-modified']"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 288, 'column': 8, 'index': 9191}","  286 |       case 'apiGatewayV2':
  287 |         expect(response.headers.etag).toMatch(etagRegex)
> 288 |         expect(response.headers['last-modified']).toMatch(lastModifiedRegex)
      |        ^ Duplicate Assert
  289 |         delete response.headers.etag
  290 |         delete response.headers['last-modified']
  291 |         break"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 288, 'column': 8, 'index': 9191}","  286 |       case 'apiGatewayV2':
  287 |         expect(response.headers.etag).toMatch(etagRegex)
> 288 |         expect(response.headers['last-modified']).toMatch(lastModifiedRegex)
      |        ^ Duplicate Assert
  289 |         delete response.headers.etag
  290 |         delete response.headers['last-modified']
  291 |         break"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 569, 'column': 2, 'index': 17257}","  567 |   loggerError.debug('nocall')
  568 |   loggerError.verbose('nocall')
> 569 |   expect(global.console.warn).not.toHaveBeenCalled()
      |  ^ Duplicate Assert
  570 |   expect(global.console.debug).not.toHaveBeenCalled()
  571 |   expect(global.console.info).not.toHaveBeenCalled()
  572 |   expect(global.console.error).toHaveBeenLastCalledWith({ message: 'error' })"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 570, 'column': 2, 'index': 17310}","  568 |   loggerError.verbose('nocall')
  569 |   expect(global.console.warn).not.toHaveBeenCalled()
> 570 |   expect(global.console.debug).not.toHaveBeenCalled()
      |  ^ Duplicate Assert
  571 |   expect(global.console.info).not.toHaveBeenCalled()
  572 |   expect(global.console.error).toHaveBeenLastCalledWith({ message: 'error' })
  573 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 570, 'column': 2, 'index': 17310}","  568 |   loggerError.verbose('nocall')
  569 |   expect(global.console.warn).not.toHaveBeenCalled()
> 570 |   expect(global.console.debug).not.toHaveBeenCalled()
      |  ^ Duplicate Assert
  571 |   expect(global.console.info).not.toHaveBeenCalled()
  572 |   expect(global.console.error).toHaveBeenLastCalledWith({ message: 'error' })
  573 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 571, 'column': 2, 'index': 17364}","  569 |   expect(global.console.warn).not.toHaveBeenCalled()
  570 |   expect(global.console.debug).not.toHaveBeenCalled()
> 571 |   expect(global.console.info).not.toHaveBeenCalled()
      |  ^ Duplicate Assert
  572 |   expect(global.console.error).toHaveBeenLastCalledWith({ message: 'error' })
  573 |
  574 |   // Test warn level"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 571, 'column': 2, 'index': 17364}","  569 |   expect(global.console.warn).not.toHaveBeenCalled()
  570 |   expect(global.console.debug).not.toHaveBeenCalled()
> 571 |   expect(global.console.info).not.toHaveBeenCalled()
      |  ^ Duplicate Assert
  572 |   expect(global.console.error).toHaveBeenLastCalledWith({ message: 'error' })
  573 |
  574 |   // Test warn level"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 572, 'column': 2, 'index': 17417}","  570 |   expect(global.console.debug).not.toHaveBeenCalled()
  571 |   expect(global.console.info).not.toHaveBeenCalled()
> 572 |   expect(global.console.error).toHaveBeenLastCalledWith({ message: 'error' })
      |  ^ Duplicate Assert
  573 |
  574 |   // Test warn level
  575 |   const loggerWarn = createLogger('warn')"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 581, 'column': 2, 'index': 17703}","  579 |   loggerWarn.debug('nocall')
  580 |   loggerWarn.verbose('nocall')
> 581 |   expect(global.console.debug).not.toHaveBeenCalled()
      |  ^ Duplicate Assert
  582 |   expect(global.console.info).not.toHaveBeenCalled()
  583 |   expect(global.console.error).toHaveBeenLastCalledWith({ message: 'error2' })
  584 |   expect(global.console.warn).toHaveBeenLastCalledWith({ message: 'warn2' })"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 581, 'column': 2, 'index': 17703}","  579 |   loggerWarn.debug('nocall')
  580 |   loggerWarn.verbose('nocall')
> 581 |   expect(global.console.debug).not.toHaveBeenCalled()
      |  ^ Duplicate Assert
  582 |   expect(global.console.info).not.toHaveBeenCalled()
  583 |   expect(global.console.error).toHaveBeenLastCalledWith({ message: 'error2' })
  584 |   expect(global.console.warn).toHaveBeenLastCalledWith({ message: 'warn2' })"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 582, 'column': 2, 'index': 17757}","  580 |   loggerWarn.verbose('nocall')
  581 |   expect(global.console.debug).not.toHaveBeenCalled()
> 582 |   expect(global.console.info).not.toHaveBeenCalled()
      |  ^ Duplicate Assert
  583 |   expect(global.console.error).toHaveBeenLastCalledWith({ message: 'error2' })
  584 |   expect(global.console.warn).toHaveBeenLastCalledWith({ message: 'warn2' })
  585 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 582, 'column': 2, 'index': 17757}","  580 |   loggerWarn.verbose('nocall')
  581 |   expect(global.console.debug).not.toHaveBeenCalled()
> 582 |   expect(global.console.info).not.toHaveBeenCalled()
      |  ^ Duplicate Assert
  583 |   expect(global.console.error).toHaveBeenLastCalledWith({ message: 'error2' })
  584 |   expect(global.console.warn).toHaveBeenLastCalledWith({ message: 'warn2' })
  585 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 583, 'column': 2, 'index': 17810}","  581 |   expect(global.console.debug).not.toHaveBeenCalled()
  582 |   expect(global.console.info).not.toHaveBeenCalled()
> 583 |   expect(global.console.error).toHaveBeenLastCalledWith({ message: 'error2' })
      |  ^ Duplicate Assert
  584 |   expect(global.console.warn).toHaveBeenLastCalledWith({ message: 'warn2' })
  585 |
  586 |   // Test info level"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 584, 'column': 2, 'index': 17889}","  582 |   expect(global.console.info).not.toHaveBeenCalled()
  583 |   expect(global.console.error).toHaveBeenLastCalledWith({ message: 'error2' })
> 584 |   expect(global.console.warn).toHaveBeenLastCalledWith({ message: 'warn2' })
      |  ^ Duplicate Assert
  585 |
  586 |   // Test info level
  587 |   const loggerInfo = createLogger('info')"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 593, 'column': 2, 'index': 18173}","  591 |   loggerInfo.debug('nocall')
  592 |   loggerInfo.verbose('nocall')
> 593 |   expect(global.console.debug).not.toHaveBeenCalled()
      |  ^ Duplicate Assert
  594 |   expect(global.console.error).toHaveBeenLastCalledWith({ message: 'error3' })
  595 |   expect(global.console.warn).toHaveBeenLastCalledWith({ message: 'warn3' })
  596 |   expect(global.console.info).toHaveBeenLastCalledWith({ message: 'info3' })"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 593, 'column': 2, 'index': 18173}","  591 |   loggerInfo.debug('nocall')
  592 |   loggerInfo.verbose('nocall')
> 593 |   expect(global.console.debug).not.toHaveBeenCalled()
      |  ^ Duplicate Assert
  594 |   expect(global.console.error).toHaveBeenLastCalledWith({ message: 'error3' })
  595 |   expect(global.console.warn).toHaveBeenLastCalledWith({ message: 'warn3' })
  596 |   expect(global.console.info).toHaveBeenLastCalledWith({ message: 'info3' })"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 594, 'column': 2, 'index': 18227}","  592 |   loggerInfo.verbose('nocall')
  593 |   expect(global.console.debug).not.toHaveBeenCalled()
> 594 |   expect(global.console.error).toHaveBeenLastCalledWith({ message: 'error3' })
      |  ^ Duplicate Assert
  595 |   expect(global.console.warn).toHaveBeenLastCalledWith({ message: 'warn3' })
  596 |   expect(global.console.info).toHaveBeenLastCalledWith({ message: 'info3' })
  597 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 595, 'column': 2, 'index': 18306}","  593 |   expect(global.console.debug).not.toHaveBeenCalled()
  594 |   expect(global.console.error).toHaveBeenLastCalledWith({ message: 'error3' })
> 595 |   expect(global.console.warn).toHaveBeenLastCalledWith({ message: 'warn3' })
      |  ^ Duplicate Assert
  596 |   expect(global.console.info).toHaveBeenLastCalledWith({ message: 'info3' })
  597 |
  598 |   // Test verbose level"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 596, 'column': 2, 'index': 18383}","  594 |   expect(global.console.error).toHaveBeenLastCalledWith({ message: 'error3' })
  595 |   expect(global.console.warn).toHaveBeenLastCalledWith({ message: 'warn3' })
> 596 |   expect(global.console.info).toHaveBeenLastCalledWith({ message: 'info3' })
      |  ^ Duplicate Assert
  597 |
  598 |   // Test verbose level
  599 |   const loggerVerbose = createLogger('verbose')"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 605, 'column': 2, 'index': 18693}","  603 |   loggerVerbose.verbose('verbose4')
  604 |   loggerVerbose.debug('nocall')
> 605 |   expect(global.console.error).toHaveBeenLastCalledWith({ message: 'error4' })
      |  ^ Duplicate Assert
  606 |   expect(global.console.warn).toHaveBeenLastCalledWith({ message: 'warn4' })
  607 |   expect(global.console.info).toHaveBeenLastCalledWith({ message: 'info4' })
  608 |   expect(global.console.debug).toHaveBeenLastCalledWith({ message: 'verbose4' })"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 606, 'column': 2, 'index': 18772}","  604 |   loggerVerbose.debug('nocall')
  605 |   expect(global.console.error).toHaveBeenLastCalledWith({ message: 'error4' })
> 606 |   expect(global.console.warn).toHaveBeenLastCalledWith({ message: 'warn4' })
      |  ^ Duplicate Assert
  607 |   expect(global.console.info).toHaveBeenLastCalledWith({ message: 'info4' })
  608 |   expect(global.console.debug).toHaveBeenLastCalledWith({ message: 'verbose4' })
  609 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 607, 'column': 2, 'index': 18849}","  605 |   expect(global.console.error).toHaveBeenLastCalledWith({ message: 'error4' })
  606 |   expect(global.console.warn).toHaveBeenLastCalledWith({ message: 'warn4' })
> 607 |   expect(global.console.info).toHaveBeenLastCalledWith({ message: 'info4' })
      |  ^ Duplicate Assert
  608 |   expect(global.console.debug).toHaveBeenLastCalledWith({ message: 'verbose4' })
  609 |
  610 |   // Test debug level"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 608, 'column': 2, 'index': 18926}","  606 |   expect(global.console.warn).toHaveBeenLastCalledWith({ message: 'warn4' })
  607 |   expect(global.console.info).toHaveBeenLastCalledWith({ message: 'info4' })
> 608 |   expect(global.console.debug).toHaveBeenLastCalledWith({ message: 'verbose4' })
      |  ^ Duplicate Assert
  609 |
  610 |   // Test debug level
  611 |   const loggerDebug = createLogger('debug')"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 617, 'column': 2, 'index': 19224}","  615 |   loggerDebug.verbose('verbose5')
  616 |   loggerDebug.debug('debug5')
> 617 |   expect(global.console.error).toHaveBeenLastCalledWith({ message: 'error5' })
      |  ^ Duplicate Assert
  618 |   expect(global.console.warn).toHaveBeenLastCalledWith({ message: 'warn5' })
  619 |   expect(global.console.info).toHaveBeenLastCalledWith({ message: 'info5' })
  620 |   expect(global.console.debug).toHaveBeenLastCalledWith({ message: 'debug5' })"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 618, 'column': 2, 'index': 19303}","  616 |   loggerDebug.debug('debug5')
  617 |   expect(global.console.error).toHaveBeenLastCalledWith({ message: 'error5' })
> 618 |   expect(global.console.warn).toHaveBeenLastCalledWith({ message: 'warn5' })
      |  ^ Duplicate Assert
  619 |   expect(global.console.info).toHaveBeenLastCalledWith({ message: 'info5' })
  620 |   expect(global.console.debug).toHaveBeenLastCalledWith({ message: 'debug5' })
  621 | })"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 619, 'column': 2, 'index': 19380}","  617 |   expect(global.console.error).toHaveBeenLastCalledWith({ message: 'error5' })
  618 |   expect(global.console.warn).toHaveBeenLastCalledWith({ message: 'warn5' })
> 619 |   expect(global.console.info).toHaveBeenLastCalledWith({ message: 'info5' })
      |  ^ Duplicate Assert
  620 |   expect(global.console.debug).toHaveBeenLastCalledWith({ message: 'debug5' })
  621 | })
  622 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 620, 'column': 2, 'index': 19457}","  618 |   expect(global.console.warn).toHaveBeenLastCalledWith({ message: 'warn5' })
  619 |   expect(global.console.info).toHaveBeenLastCalledWith({ message: 'info5' })
> 620 |   expect(global.console.debug).toHaveBeenLastCalledWith({ message: 'debug5' })
      |  ^ Duplicate Assert
  621 | })
  622 |
  623 |     test('lazy print of logger', async () => {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 631, 'column': 6, 'index': 19823}","  629 |       logger.debug('array', ['message'])
  630 |
> 631 |       expect(global.console.debug).toHaveBeenNthCalledWith(
      |      ^ Duplicate Assert
  632 |         1,
  633 |         {
  634 |           message: 'simple message'"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 637, 'column': 6, 'index': 19958}","  635 |         }
  636 |       )
> 637 |       expect(global.console.debug).toHaveBeenNthCalledWith(
      |      ^ Duplicate Assert
  638 |         2,
  639 |         {
  640 |           message: 'debug',"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 645, 'column': 6, 'index': 20129}","  643 |         }
  644 |       )
> 645 |       expect(global.console.debug).toHaveBeenNthCalledWith(
      |      ^ Duplicate Assert
  646 |         3,
  647 |         {
  648 |           message: 'debug'"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Duplicate Assert,"{'line': 651, 'column': 6, 'index': 20255}","  649 |         }
  650 |       )
> 651 |       expect(global.console.debug).toHaveBeenNthCalledWith(
      |      ^ Duplicate Assert
  652 |         4,
  653 |         {
  654 |           message: 'array',"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Ignored Test,"{'line': 423, 'column': 7, 'index': 13127}","  421 |   })
  422 |
> 423 |   test.skip('respondToEventSourceWithError', async () => {
      |       ^ Ignored Test
  424 |     const response = await serverlessExpressInstance(null)
  425 |     expect(response).toEqual({
  426 |       statusCode: 500,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Magic Number,"{'line': 270, 'column': 63, 'index': 8318}","  268 |       case 'alb':
  269 |       case 'apiGatewayV1':
> 270 |         expect(response.multiValueHeaders.etag.length).toEqual(1)
      |                                                               ^ Magic Number
  271 |         expect(response.multiValueHeaders.etag[0]).toMatch(etagRegex)
  272 |         expect(response.multiValueHeaders['last-modified'].length).toEqual(1)
  273 |         expect(response.multiValueHeaders['last-modified'][0]).toMatch(lastModifiedRegex)"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Magic Number,"{'line': 272, 'column': 75, 'index': 8466}","  270 |         expect(response.multiValueHeaders.etag.length).toEqual(1)
  271 |         expect(response.multiValueHeaders.etag[0]).toMatch(etagRegex)
> 272 |         expect(response.multiValueHeaders['last-modified'].length).toEqual(1)
      |                                                                           ^ Magic Number
  273 |         expect(response.multiValueHeaders['last-modified'][0]).toMatch(lastModifiedRegex)
  274 |         delete response.multiValueHeaders.etag
  275 |         delete response.multiValueHeaders['last-modified']"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Magic Number,"{'line': 293, 'column': 53, 'index': 9438}","  291 |         break
  292 |       case 'lambdaEdge':
> 293 |         expect(response.headers.etag.length).toEqual(1)
      |                                                     ^ Magic Number
  294 |         expect(response.headers.etag[0].key).toMatch('etag')
  295 |         expect(response.headers.etag[0].value).toMatch(etagRegex)
  296 |         expect(response.headers['last-modified'].length).toEqual(1)"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Magic Number,"{'line': 296, 'column': 65, 'index': 9633}","  294 |         expect(response.headers.etag[0].key).toMatch('etag')
  295 |         expect(response.headers.etag[0].value).toMatch(etagRegex)
> 296 |         expect(response.headers['last-modified'].length).toEqual(1)
      |                                                                 ^ Magic Number
  297 |         expect(response.headers['last-modified'][0].key).toMatch('last-modified')
  298 |         expect(response.headers['last-modified'][0].value).toMatch(lastModifiedRegex)
  299 |         delete response.headers.etag"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Magic Number,"{'line': 546, 'column': 56, 'index': 16539}","  544 |       await serverlessExpressInstance(event)
  545 |
> 546 |       expect(customLogger.debug.mock.calls.length).toBe(6)
      |                                                        ^ Magic Number
  547 |
  548 |       // TODO: test log levels
  549 |       // customLogger.level = 'error'"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/serverless-express/__tests__/integration.js,Mystery Guest,"{'column': 25, 'line': 252}","  250 |     const response = await serverlessExpressInstance(event)
  251 |
> 252 |     const samLogoImage = fs.readFileSync(samLogoPath)
      |                         ^ Mystery Guest
  253 |     const samLogoBase64 = Buffer.from(samLogoImage).toString('base64')
  254 |     const expectedResponse = makeResponse({
  255 |       eventSourceName,"
