file,type,line,frame
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/vulnerabilities.spec.js,Conditional Test Logic,"{'line': 426, 'column': 6, 'index': 15258}","  424 |       const str = 'Hello World!';
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/vulnerabilities.spec.js,Magic Number,"{'line': 203, 'column': 35, 'index': 7419}","  201 |       };
  202 |       const response = await request(params).catch(e => e);
> 203 |       expect(response.status).toBe(400);
      |                                   ^ Magic Number
  204 |       const text = JSON.parse(response.text);
  205 |       expect(text.code).toBe(Parse.Error.INVALID_KEY_NAME);
  206 |       expect(text.error).toBe("
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/vulnerabilities.spec.js,Magic Number,"{'line': 299, 'column': 35, 'index': 10923}","  297 |       };
  298 |       const response = await request(params).catch(e => e);
> 299 |       expect(response.status).toBe(400);
      |                                   ^ Magic Number
  300 |       const text = JSON.parse(response.text);
  301 |       expect(text.code).toBe(Parse.Error.INVALID_KEY_NAME);
  302 |       expect(text.error).toBe("
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/vulnerabilities.spec.js,Magic Number,"{'line': 330, 'column': 35, 'index': 11967}","  328 |       };
  329 |       const response = await request(params).catch(e => e);
> 330 |       expect(response.status).toBe(400);
      |                                   ^ Magic Number
  331 |       const text = JSON.parse(response.text);
  332 |       expect(text.code).toBe(Parse.Error.INVALID_KEY_NAME);
  333 |       expect(text.error).toBe("
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/vulnerabilities.spec.js,Magic Number,"{'line': 361, 'column': 35, 'index': 13005}","  359 |       };
  360 |       const response = await request(params).catch(e => e);
> 361 |       expect(response.status).toBe(400);
      |                                   ^ Magic Number
  362 |       const text = JSON.parse(response.text);
  363 |       expect(text.code).toBe(Parse.Error.INVALID_KEY_NAME);
  364 |       expect(text.error).toBe("
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/vulnerabilities.spec.js,Magic Number,"{'line': 390, 'column': 35, 'index': 13972}","  388 |       };
  389 |       const response = await request(params).catch(e => e);
> 390 |       expect(response.status).toBe(400);
      |                                   ^ Magic Number
  391 |       const text = JSON.parse(response.text);
  392 |       expect(text.code).toBe(Parse.Error.INVALID_KEY_NAME);
  393 |       expect(text.error).toBe('Prohibited keyword in request data: {""key"":""a[K]ey""}.');"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/vulnerabilities.spec.js,Magic Number,"{'line': 417, 'column': 35, 'index': 14910}","  415 |       };
  416 |       const response = await request(params).catch(e => e);
> 417 |       expect(response.status).toBe(400);
      |                                   ^ Magic Number
  418 |       const text = JSON.parse(response.text);
  419 |       expect(text.code).toBe(Parse.Error.INVALID_KEY_NAME);
  420 |       expect(text.error).toBe('Prohibited keyword in request data: {""value"":""aValue[123]*""}.');"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/vulnerabilities.spec.js,Magic Number,"{'line': 496, 'column': 33, 'index': 17679}","  494 |     });
  495 |
> 496 |     expect(response.status).toBe(200);
      |                                 ^ Magic Number
  497 |     expect(response.data.results).toEqual(jasmine.any(Array));
  498 |     expect(response.data.results.length).toBe(0);
  499 |   });"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/vulnerabilities.spec.js,Magic Number,"{'line': 498, 'column': 46, 'index': 17794}","  496 |     expect(response.status).toBe(200);
  497 |     expect(response.data.results).toEqual(jasmine.any(Array));
> 498 |     expect(response.data.results.length).toBe(0);
      |                                              ^ Magic Number
  499 |   });
  500 | });
  501 |"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/vulnerabilities.spec.js,Unknown Test,"{'column': 4, 'line': 15}","  13 |     });
  14 |
> 15 |     it('denies user creation with poisoned object ID', async () => {
     |    ^ Unknown Test
  16 |       await expectAsync(
  17 |         new Parse.User({ id: 'role:a', username: 'a', password: '123' }).save()
  18 |       ).toBeRejectedWith(new Parse.Error(Parse.Error.OPERATION_FORBIDDEN, 'Invalid object ID.'));"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/vulnerabilities.spec.js,Unknown Test,"{'column': 6, 'line': 40}","  38 |       });
  39 |
> 40 |       it('refuses session token of user with poisoned object ID', async () => {
     |      ^ Unknown Test
  41 |         await expectAsync(
  42 |           new Parse.Query(Parse.User).find({ sessionToken: poisonedUser.getSessionToken() })
  43 |         ).toBeRejectedWith(new Parse.Error(Parse.Error.INTERNAL_SERVER_ERROR, 'Invalid object ID.'));"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/vulnerabilities.spec.js,Unknown Test,"{'column': 4, 'line': 157}","  155 |     });
  156 |
> 157 |     it('denies expanding existing object with polluted keys', async () => {
      |    ^ Unknown Test
  158 |       const obj = await new Parse.Object('RCE', { a: { foo: [] } }).save();
  159 |       await reconfigureServer({
  160 |         requestKeywordDenylist: ['foo'],"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/vulnerabilities.spec.js,Unknown Test,"{'column': 4, 'line': 211}","  209 |     });
  210 |
> 211 |     it('denies direct database write wih prohibited keys', async () => {
      |    ^ Unknown Test
  212 |       const Config = require('../lib/Config');
  213 |       const config = Config.get(Parse.applicationId);
  214 |       const user = {"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/vulnerabilities.spec.js,Unknown Test,"{'column': 4, 'line': 229}","  227 |     });
  228 |
> 229 |     it('denies direct database update wih prohibited keys', async () => {
      |    ^ Unknown Test
  230 |       const Config = require('../lib/Config');
  231 |       const config = Config.get(Parse.applicationId);
  232 |       const user = {"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/vulnerabilities.spec.js,Unknown Test,"{'column': 4, 'line': 423}","  421 |     });
  422 |
> 423 |     it('denies BSON type code data in file metadata', async () => {
      |    ^ Unknown Test
  424 |       const str = 'Hello World!';
  425 |       const data = [];
  426 |       for (let i = 0; i < str.length; i++) {"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/vulnerabilities.spec.js,Unknown Test,"{'column': 4, 'line': 442}","  440 |     });
  441 |
> 442 |     it('denies BSON type code data in file tags', async () => {
      |    ^ Unknown Test
  443 |       const str = 'Hello World!';
  444 |       const data = [];
  445 |       for (let i = 0; i < str.length; i++) {"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/vulnerabilities.spec.js,Unknown Test,"{'column': 4, 'line': 463}","  461 |
  462 |   describe('Ignore non-matches', () => {
> 463 |     it('ignores write request that contains only fraction of denied keyword', async () => {
      |    ^ Unknown Test
  464 |       await reconfigureServer({
  465 |         requestKeywordDenylist: [{ key: 'abc' }],
  466 |       });"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Conditional Test Logic,"{'line': 1627, 'column': 14, 'index': 49082}","  1625 |             .collectionExists('_Join:aRelation:MyOtherClass')
  1626 |             .then(exists => {
> 1627 |               if (exists) {
       |              ^ Conditional Test Logic
  1628 |                 fail('Relation collection should be deleted.');
  1629 |                 done();
  1630 |               }"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Conditional Test Logic,"{'line': 1634, 'column': 14, 'index': 49330}","  1632 |             })
  1633 |             .then(exists => {
> 1634 |               if (exists) {
       |              ^ Conditional Test Logic
  1635 |                 fail('Class collection should be deleted.');
  1636 |                 done();
  1637 |               }"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Conditional Test Logic,"{'line': 2162, 'column': 6, 'index': 63416}","  2160 |       },
  2161 |     }).then(response => {
> 2162 |       if (response.data.error) {
       |      ^ Conditional Test Logic
  2163 |         throw response.data;
  2164 |       }
  2165 |       return response.data;"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Conditional Test Logic,"{'line': 2649, 'column': 8, 'index': 75966}","  2647 |     const hook = {
  2648 |       method: function (req) {
> 2649 |         if (req.object.get('undesiredField')) {
       |        ^ Conditional Test Logic
  2650 |           req.object.unset('undesiredField');
  2651 |         }
  2652 |       },"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Duplicate Assert,"{'line': 509, 'column': 6, 'index': 14267}","  507 |       expect(obj.get('foo4')).toEqual(date);
  508 |       expect(obj.get('foo5')).toEqual(5);
> 509 |       expect(obj.get('ptr')).toBeUndefined();
      |      ^ Duplicate Assert
  510 |       expect(obj.get('defaultFalse')).toEqual(false);
  511 |       expect(obj.get('defaultZero')).toEqual(0);
  512 |       expect(obj.get('ptr')).toBeUndefined();"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Duplicate Assert,"{'line': 509, 'column': 6, 'index': 14267}","  507 |       expect(obj.get('foo4')).toEqual(date);
  508 |       expect(obj.get('foo5')).toEqual(5);
> 509 |       expect(obj.get('ptr')).toBeUndefined();
      |      ^ Duplicate Assert
  510 |       expect(obj.get('defaultFalse')).toEqual(false);
  511 |       expect(obj.get('defaultZero')).toEqual(0);
  512 |       expect(obj.get('ptr')).toBeUndefined();"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Duplicate Assert,"{'line': 512, 'column': 6, 'index': 14416}","  510 |       expect(obj.get('defaultFalse')).toEqual(false);
  511 |       expect(obj.get('defaultZero')).toEqual(0);
> 512 |       expect(obj.get('ptr')).toBeUndefined();
      |      ^ Duplicate Assert
  513 |       expect(obj.get('relation')).toBeUndefined();
  514 |       done();
  515 |     });"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Duplicate Assert,"{'line': 512, 'column': 6, 'index': 14416}","  510 |       expect(obj.get('defaultFalse')).toEqual(false);
  511 |       expect(obj.get('defaultZero')).toEqual(0);
> 512 |       expect(obj.get('ptr')).toBeUndefined();
      |      ^ Duplicate Assert
  513 |       expect(obj.get('relation')).toBeUndefined();
  514 |       done();
  515 |     });"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Duplicate Assert,"{'line': 603, 'column': 6, 'index': 16754}","  601 |       fail('should fail');
  602 |     } catch (e) {
> 603 |       expect(e.data.code).toEqual(111);
      |      ^ Duplicate Assert
  604 |     }
  605 |
  606 |     try {"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Duplicate Assert,"{'line': 603, 'column': 6, 'index': 16754}","  601 |       fail('should fail');
  602 |     } catch (e) {
> 603 |       expect(e.data.code).toEqual(111);
      |      ^ Duplicate Assert
  604 |     }
  605 |
  606 |     try {"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Duplicate Assert,"{'line': 626, 'column': 6, 'index': 17364}","  624 |       fail('should fail');
  625 |     } catch (e) {
> 626 |       expect(e.data.code).toEqual(111);
      |      ^ Duplicate Assert
  627 |     }
  628 |     done();
  629 |   });"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Duplicate Assert,"{'line': 626, 'column': 6, 'index': 17364}","  624 |       fail('should fail');
  625 |     } catch (e) {
> 626 |       expect(e.data.code).toEqual(111);
      |      ^ Duplicate Assert
  627 |     }
  628 |     done();
  629 |   });"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Duplicate Assert,"{'line': 1127, 'column': 10, 'index': 32118}","  1125 |           fail('Should fail');
  1126 |         } catch (e) {
> 1127 |           expect(e.code).toEqual(142);
       |          ^ Duplicate Assert
  1128 |           expect(e.message).toEqual('newRequiredField is required');
  1129 |         }
  1130 |         obj.set('newRequiredField', 'some value');"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Duplicate Assert,"{'line': 1127, 'column': 10, 'index': 32118}","  1125 |           fail('Should fail');
  1126 |         } catch (e) {
> 1127 |           expect(e.code).toEqual(142);
       |          ^ Duplicate Assert
  1128 |           expect(e.message).toEqual('newRequiredField is required');
  1129 |         }
  1130 |         obj.set('newRequiredField', 'some value');"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Duplicate Assert,"{'line': 1128, 'column': 10, 'index': 32157}","  1126 |         } catch (e) {
  1127 |           expect(e.code).toEqual(142);
> 1128 |           expect(e.message).toEqual('newRequiredField is required');
       |          ^ Duplicate Assert
  1129 |         }
  1130 |         obj.set('newRequiredField', 'some value');
  1131 |         await obj.save();"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Duplicate Assert,"{'line': 1128, 'column': 10, 'index': 32157}","  1126 |         } catch (e) {
  1127 |           expect(e.code).toEqual(142);
> 1128 |           expect(e.message).toEqual('newRequiredField is required');
       |          ^ Duplicate Assert
  1129 |         }
  1130 |         obj.set('newRequiredField', 'some value');
  1131 |         await obj.save();"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Duplicate Assert,"{'line': 1132, 'column': 8, 'index': 32311}","  1130 |         obj.set('newRequiredField', 'some value');
  1131 |         await obj.save();
> 1132 |         expect(obj.get('newRequiredField')).toEqual('some value');
       |        ^ Duplicate Assert
  1133 |         expect(obj.get('newRequiredFieldWithDefaultValue')).toEqual('some value');
  1134 |         expect(obj.get('newNotRequiredField')).toEqual(undefined);
  1135 |         expect(obj.get('newNotRequiredFieldWithDefaultValue')).toEqual('some value');"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Duplicate Assert,"{'line': 1133, 'column': 8, 'index': 32378}","  1131 |         await obj.save();
  1132 |         expect(obj.get('newRequiredField')).toEqual('some value');
> 1133 |         expect(obj.get('newRequiredFieldWithDefaultValue')).toEqual('some value');
       |        ^ Duplicate Assert
  1134 |         expect(obj.get('newNotRequiredField')).toEqual(undefined);
  1135 |         expect(obj.get('newNotRequiredFieldWithDefaultValue')).toEqual('some value');
  1136 |         expect(obj.get('newRegularField')).toEqual(undefined);"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Duplicate Assert,"{'line': 1133, 'column': 8, 'index': 32378}","  1131 |         await obj.save();
  1132 |         expect(obj.get('newRequiredField')).toEqual('some value');
> 1133 |         expect(obj.get('newRequiredFieldWithDefaultValue')).toEqual('some value');
       |        ^ Duplicate Assert
  1134 |         expect(obj.get('newNotRequiredField')).toEqual(undefined);
  1135 |         expect(obj.get('newNotRequiredFieldWithDefaultValue')).toEqual('some value');
  1136 |         expect(obj.get('newRegularField')).toEqual(undefined);"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Duplicate Assert,"{'line': 1134, 'column': 8, 'index': 32461}","  1132 |         expect(obj.get('newRequiredField')).toEqual('some value');
  1133 |         expect(obj.get('newRequiredFieldWithDefaultValue')).toEqual('some value');
> 1134 |         expect(obj.get('newNotRequiredField')).toEqual(undefined);
       |        ^ Duplicate Assert
  1135 |         expect(obj.get('newNotRequiredFieldWithDefaultValue')).toEqual('some value');
  1136 |         expect(obj.get('newRegularField')).toEqual(undefined);
  1137 |         obj.set('newRequiredField', null);"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Duplicate Assert,"{'line': 1134, 'column': 8, 'index': 32461}","  1132 |         expect(obj.get('newRequiredField')).toEqual('some value');
  1133 |         expect(obj.get('newRequiredFieldWithDefaultValue')).toEqual('some value');
> 1134 |         expect(obj.get('newNotRequiredField')).toEqual(undefined);
       |        ^ Duplicate Assert
  1135 |         expect(obj.get('newNotRequiredFieldWithDefaultValue')).toEqual('some value');
  1136 |         expect(obj.get('newRegularField')).toEqual(undefined);
  1137 |         obj.set('newRequiredField', null);"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Duplicate Assert,"{'line': 1135, 'column': 8, 'index': 32528}","  1133 |         expect(obj.get('newRequiredFieldWithDefaultValue')).toEqual('some value');
  1134 |         expect(obj.get('newNotRequiredField')).toEqual(undefined);
> 1135 |         expect(obj.get('newNotRequiredFieldWithDefaultValue')).toEqual('some value');
       |        ^ Duplicate Assert
  1136 |         expect(obj.get('newRegularField')).toEqual(undefined);
  1137 |         obj.set('newRequiredField', null);
  1138 |         try {"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Duplicate Assert,"{'line': 1135, 'column': 8, 'index': 32528}","  1133 |         expect(obj.get('newRequiredFieldWithDefaultValue')).toEqual('some value');
  1134 |         expect(obj.get('newNotRequiredField')).toEqual(undefined);
> 1135 |         expect(obj.get('newNotRequiredFieldWithDefaultValue')).toEqual('some value');
       |        ^ Duplicate Assert
  1136 |         expect(obj.get('newRegularField')).toEqual(undefined);
  1137 |         obj.set('newRequiredField', null);
  1138 |         try {"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Duplicate Assert,"{'line': 1136, 'column': 8, 'index': 32614}","  1134 |         expect(obj.get('newNotRequiredField')).toEqual(undefined);
  1135 |         expect(obj.get('newNotRequiredFieldWithDefaultValue')).toEqual('some value');
> 1136 |         expect(obj.get('newRegularField')).toEqual(undefined);
       |        ^ Duplicate Assert
  1137 |         obj.set('newRequiredField', null);
  1138 |         try {
  1139 |           await obj.save();"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Duplicate Assert,"{'line': 1136, 'column': 8, 'index': 32614}","  1134 |         expect(obj.get('newNotRequiredField')).toEqual(undefined);
  1135 |         expect(obj.get('newNotRequiredFieldWithDefaultValue')).toEqual('some value');
> 1136 |         expect(obj.get('newRegularField')).toEqual(undefined);
       |        ^ Duplicate Assert
  1137 |         obj.set('newRequiredField', null);
  1138 |         try {
  1139 |           await obj.save();"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Duplicate Assert,"{'line': 1142, 'column': 10, 'index': 32817}","  1140 |           fail('Should fail');
  1141 |         } catch (e) {
> 1142 |           expect(e.code).toEqual(142);
       |          ^ Duplicate Assert
  1143 |           expect(e.message).toEqual('newRequiredField is required');
  1144 |         }
  1145 |         obj.unset('newRequiredField');"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Duplicate Assert,"{'line': 1142, 'column': 10, 'index': 32817}","  1140 |           fail('Should fail');
  1141 |         } catch (e) {
> 1142 |           expect(e.code).toEqual(142);
       |          ^ Duplicate Assert
  1143 |           expect(e.message).toEqual('newRequiredField is required');
  1144 |         }
  1145 |         obj.unset('newRequiredField');"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Duplicate Assert,"{'line': 1143, 'column': 10, 'index': 32856}","  1141 |         } catch (e) {
  1142 |           expect(e.code).toEqual(142);
> 1143 |           expect(e.message).toEqual('newRequiredField is required');
       |          ^ Duplicate Assert
  1144 |         }
  1145 |         obj.unset('newRequiredField');
  1146 |         try {"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Duplicate Assert,"{'line': 1143, 'column': 10, 'index': 32856}","  1141 |         } catch (e) {
  1142 |           expect(e.code).toEqual(142);
> 1143 |           expect(e.message).toEqual('newRequiredField is required');
       |          ^ Duplicate Assert
  1144 |         }
  1145 |         obj.unset('newRequiredField');
  1146 |         try {"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Duplicate Assert,"{'line': 1150, 'column': 10, 'index': 33069}","  1148 |           fail('Should fail');
  1149 |         } catch (e) {
> 1150 |           expect(e.code).toEqual(142);
       |          ^ Duplicate Assert
  1151 |           expect(e.message).toEqual('newRequiredField is required');
  1152 |         }
  1153 |         obj.set('newRequiredField', 'some value2');"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Duplicate Assert,"{'line': 1150, 'column': 10, 'index': 33069}","  1148 |           fail('Should fail');
  1149 |         } catch (e) {
> 1150 |           expect(e.code).toEqual(142);
       |          ^ Duplicate Assert
  1151 |           expect(e.message).toEqual('newRequiredField is required');
  1152 |         }
  1153 |         obj.set('newRequiredField', 'some value2');"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Duplicate Assert,"{'line': 1151, 'column': 10, 'index': 33108}","  1149 |         } catch (e) {
  1150 |           expect(e.code).toEqual(142);
> 1151 |           expect(e.message).toEqual('newRequiredField is required');
       |          ^ Duplicate Assert
  1152 |         }
  1153 |         obj.set('newRequiredField', 'some value2');
  1154 |         await obj.save();"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Duplicate Assert,"{'line': 1151, 'column': 10, 'index': 33108}","  1149 |         } catch (e) {
  1150 |           expect(e.code).toEqual(142);
> 1151 |           expect(e.message).toEqual('newRequiredField is required');
       |          ^ Duplicate Assert
  1152 |         }
  1153 |         obj.set('newRequiredField', 'some value2');
  1154 |         await obj.save();"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/parse-server/spec/schemas.spec.js,Duplicate Assert,"{'line': 1155, 'column': 8, 'index': 33263}","  1153 |         obj.set('newRequiredField', 'some value2');
  1154 |         await obj.save();
> 1155 |         expect(obj.get('newRequiredField')).toEqual('some value2');
       |        ^ Duplicate Assert
  1156 |         expect(obj.get('newRequiredFieldWithDefaultValue')).toEqual('some value');
  1157 |         expect(obj.get('newNotRequiredField')).toEqual(undefined);
  1158 |         expect(obj.get('newNotRequiredFieldWithDefaultValue')).toEqual('some value');"
