file,type,line,frame
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/utils.test.js,Duplicate Assert,"{'line': 28, 'column': 2, 'index': 845}","  26 |   const instance = {}
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/parse.test.js,Duplicate Assert,"{'line': 32, 'column': 4, 'index': 934}","  30 |     expect(dayjs(d).valueOf()).toBe(moment(d).valueOf())
  31 |     d = '2018-4-1'
> 32 |     expect(dayjs(d).valueOf()).toBe(moment(d).valueOf()) // not recommend
     |    ^ Duplicate Assert
  33 |     d = '2018-4-1 11:12'
  34 |     expect(dayjs(d).format()).toBe(moment(d).format()) // not recommend
  35 |     d = '2018-4-1 1:1:1:223'"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/parse.test.js,Duplicate Assert,"{'line': 34, 'column': 4, 'index': 1033}","  32 |     expect(dayjs(d).valueOf()).toBe(moment(d).valueOf()) // not recommend
  33 |     d = '2018-4-1 11:12'
> 34 |     expect(dayjs(d).format()).toBe(moment(d).format()) // not recommend
     |    ^ Duplicate Assert
  35 |     d = '2018-4-1 1:1:1:223'
  36 |     expect(dayjs(d).valueOf()).toBe(moment(d).valueOf()) // not recommend
  37 |     d = '2018-01'"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/parse.test.js,Duplicate Assert,"{'line': 34, 'column': 4, 'index': 1033}","  32 |     expect(dayjs(d).valueOf()).toBe(moment(d).valueOf()) // not recommend
  33 |     d = '2018-4-1 11:12'
> 34 |     expect(dayjs(d).format()).toBe(moment(d).format()) // not recommend
     |    ^ Duplicate Assert
  35 |     d = '2018-4-1 1:1:1:223'
  36 |     expect(dayjs(d).valueOf()).toBe(moment(d).valueOf()) // not recommend
  37 |     d = '2018-01'"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/parse.test.js,Duplicate Assert,"{'line': 36, 'column': 4, 'index': 1134}","  34 |     expect(dayjs(d).format()).toBe(moment(d).format()) // not recommend
  35 |     d = '2018-4-1 1:1:1:223'
> 36 |     expect(dayjs(d).valueOf()).toBe(moment(d).valueOf()) // not recommend
     |    ^ Duplicate Assert
  37 |     d = '2018-01'
  38 |     expect(dayjs(d).valueOf()).toBe(moment(d).valueOf()) // not recommend
  39 |     d = '2018'"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/parse.test.js,Duplicate Assert,"{'line': 36, 'column': 4, 'index': 1134}","  34 |     expect(dayjs(d).format()).toBe(moment(d).format()) // not recommend
  35 |     d = '2018-4-1 1:1:1:223'
> 36 |     expect(dayjs(d).valueOf()).toBe(moment(d).valueOf()) // not recommend
     |    ^ Duplicate Assert
  37 |     d = '2018-01'
  38 |     expect(dayjs(d).valueOf()).toBe(moment(d).valueOf()) // not recommend
  39 |     d = '2018'"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/parse.test.js,Duplicate Assert,"{'line': 38, 'column': 4, 'index': 1226}","  36 |     expect(dayjs(d).valueOf()).toBe(moment(d).valueOf()) // not recommend
  37 |     d = '2018-01'
> 38 |     expect(dayjs(d).valueOf()).toBe(moment(d).valueOf()) // not recommend
     |    ^ Duplicate Assert
  39 |     d = '2018'
  40 |     expect(dayjs(d).format()).toBe(moment(d).format()) // not recommend
  41 |     d = '2018-05-02T11:12:13Z' // should go direct to new Date() rather our regex"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/parse.test.js,Duplicate Assert,"{'line': 38, 'column': 4, 'index': 1226}","  36 |     expect(dayjs(d).valueOf()).toBe(moment(d).valueOf()) // not recommend
  37 |     d = '2018-01'
> 38 |     expect(dayjs(d).valueOf()).toBe(moment(d).valueOf()) // not recommend
     |    ^ Duplicate Assert
  39 |     d = '2018'
  40 |     expect(dayjs(d).format()).toBe(moment(d).format()) // not recommend
  41 |     d = '2018-05-02T11:12:13Z' // should go direct to new Date() rather our regex"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/parse.test.js,Duplicate Assert,"{'line': 40, 'column': 4, 'index': 1315}","  38 |     expect(dayjs(d).valueOf()).toBe(moment(d).valueOf()) // not recommend
  39 |     d = '2018'
> 40 |     expect(dayjs(d).format()).toBe(moment(d).format()) // not recommend
     |    ^ Duplicate Assert
  41 |     d = '2018-05-02T11:12:13Z' // should go direct to new Date() rather our regex
  42 |     expect(dayjs(d).format()).toBe(moment(d).format()) // not recommend
  43 |   })"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/parse.test.js,Duplicate Assert,"{'line': 40, 'column': 4, 'index': 1315}","  38 |     expect(dayjs(d).valueOf()).toBe(moment(d).valueOf()) // not recommend
  39 |     d = '2018'
> 40 |     expect(dayjs(d).format()).toBe(moment(d).format()) // not recommend
     |    ^ Duplicate Assert
  41 |     d = '2018-05-02T11:12:13Z' // should go direct to new Date() rather our regex
  42 |     expect(dayjs(d).format()).toBe(moment(d).format()) // not recommend
  43 |   })"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/parse.test.js,Duplicate Assert,"{'line': 42, 'column': 4, 'index': 1469}","  40 |     expect(dayjs(d).format()).toBe(moment(d).format()) // not recommend
  41 |     d = '2018-05-02T11:12:13Z' // should go direct to new Date() rather our regex
> 42 |     expect(dayjs(d).format()).toBe(moment(d).format()) // not recommend
     |    ^ Duplicate Assert
  43 |   })
  44 |
  45 |   it('String ISO 8601 date, time and zone', () => {"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/parse.test.js,Duplicate Assert,"{'line': 42, 'column': 4, 'index': 1469}","  40 |     expect(dayjs(d).format()).toBe(moment(d).format()) // not recommend
  41 |     d = '2018-05-02T11:12:13Z' // should go direct to new Date() rather our regex
> 42 |     expect(dayjs(d).format()).toBe(moment(d).format()) // not recommend
     |    ^ Duplicate Assert
  43 |   })
  44 |
  45 |   it('String ISO 8601 date, time and zone', () => {"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/parse.test.js,Magic Number,"{'line': 130, 'column': 44, 'index': 4955}","  128 |   const year = base.year()
  129 |   const another = base.set('year', year + 1)
> 130 |   expect(another.unix() - base.unix()).toBe(31536000)
      |                                            ^ Magic Number
  131 | })
  132 |
  133 | it('Clone with same value', () => {"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/locale.test.js,Duplicate Assert,"{'line': 24, 'column': 2, 'index': 529}","  22 |
  23 | it('set locale for one instance only', () => {
> 24 |   expect(dayjs('2018-4-28')
     |  ^ Duplicate Assert
  25 |     .format(format))
  26 |     .toBe('Saturday 28, April')
  27 |"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/locale.test.js,Duplicate Assert,"{'line': 24, 'column': 2, 'index': 529}","  22 |
  23 | it('set locale for one instance only', () => {
> 24 |   expect(dayjs('2018-4-28')
     |  ^ Duplicate Assert
  25 |     .format(format))
  26 |     .toBe('Saturday 28, April')
  27 |"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/locale.test.js,Duplicate Assert,"{'line': 32, 'column': 2, 'index': 702}","  30 |     .toBe('sábado 28, abril')
  31 |
> 32 |   expect(dayjs('2018-4-28')
     |  ^ Duplicate Assert
  33 |     .format(format))
  34 |     .toBe('Saturday 28, April')
  35 | })"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/locale.test.js,Duplicate Assert,"{'line': 32, 'column': 2, 'index': 702}","  30 |     .toBe('sábado 28, abril')
  31 |
> 32 |   expect(dayjs('2018-4-28')
     |  ^ Duplicate Assert
  33 |     .format(format))
  34 |     .toBe('Saturday 28, April')
  35 | })"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/locale.test.js,Duplicate Assert,"{'line': 39, 'column': 2, 'index': 840}","  37 | it('set global locale', () => {
  38 |   dayjs.locale('en')
> 39 |   expect(dayjs('2018-4-28').format(format))
     |  ^ Duplicate Assert
  40 |     .toBe('Saturday 28, April')
  41 |   dayjs.locale(es)
  42 |   expect(dayjs('2018-4-28').format(format))"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/locale.test.js,Duplicate Assert,"{'line': 39, 'column': 2, 'index': 840}","  37 | it('set global locale', () => {
  38 |   dayjs.locale('en')
> 39 |   expect(dayjs('2018-4-28').format(format))
     |  ^ Duplicate Assert
  40 |     .toBe('Saturday 28, April')
  41 |   dayjs.locale(es)
  42 |   expect(dayjs('2018-4-28').format(format))"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/locale.test.js,Duplicate Assert,"{'line': 42, 'column': 2, 'index': 935}","  40 |     .toBe('Saturday 28, April')
  41 |   dayjs.locale(es)
> 42 |   expect(dayjs('2018-4-28').format(format))
     |  ^ Duplicate Assert
  43 |     .toBe('sábado 28, abril')
  44 |   dayjs.locale('en')
  45 |   expect(dayjs('2018-4-28').format(format))"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/locale.test.js,Duplicate Assert,"{'line': 45, 'column': 2, 'index': 1030}","  43 |     .toBe('sábado 28, abril')
  44 |   dayjs.locale('en')
> 45 |   expect(dayjs('2018-4-28').format(format))
     |  ^ Duplicate Assert
  46 |     .toBe('Saturday 28, April')
  47 | })
  48 |"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/locale.test.js,Duplicate Assert,"{'line': 45, 'column': 2, 'index': 1030}","  43 |     .toBe('sábado 28, abril')
  44 |   dayjs.locale('en')
> 45 |   expect(dayjs('2018-4-28').format(format))
     |  ^ Duplicate Assert
  46 |     .toBe('Saturday 28, April')
  47 | })
  48 |"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/locale.test.js,Duplicate Assert,"{'line': 50, 'column': 2, 'index': 1149}","  48 |
  49 | it('get instance locale name', () => {
> 50 |   expect(dayjs().locale()).toBe('en')
     |  ^ Duplicate Assert
  51 |   expect(dayjs().locale()).toBe(moment().locale())
  52 |   expect(dayjs().locale('es').locale()).toBe('es')
  53 |   expect(dayjs().locale('es').locale()).toBe(moment().locale('es').locale())"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/locale.test.js,Duplicate Assert,"{'line': 51, 'column': 2, 'index': 1187}","  49 | it('get instance locale name', () => {
  50 |   expect(dayjs().locale()).toBe('en')
> 51 |   expect(dayjs().locale()).toBe(moment().locale())
     |  ^ Duplicate Assert
  52 |   expect(dayjs().locale('es').locale()).toBe('es')
  53 |   expect(dayjs().locale('es').locale()).toBe(moment().locale('es').locale())
  54 |   dayjs.locale(es)"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/locale.test.js,Duplicate Assert,"{'line': 51, 'column': 2, 'index': 1187}","  49 | it('get instance locale name', () => {
  50 |   expect(dayjs().locale()).toBe('en')
> 51 |   expect(dayjs().locale()).toBe(moment().locale())
     |  ^ Duplicate Assert
  52 |   expect(dayjs().locale('es').locale()).toBe('es')
  53 |   expect(dayjs().locale('es').locale()).toBe(moment().locale('es').locale())
  54 |   dayjs.locale(es)"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/locale.test.js,Duplicate Assert,"{'line': 52, 'column': 2, 'index': 1238}","  50 |   expect(dayjs().locale()).toBe('en')
  51 |   expect(dayjs().locale()).toBe(moment().locale())
> 52 |   expect(dayjs().locale('es').locale()).toBe('es')
     |  ^ Duplicate Assert
  53 |   expect(dayjs().locale('es').locale()).toBe(moment().locale('es').locale())
  54 |   dayjs.locale(es)
  55 |   moment.locale('es')"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/locale.test.js,Duplicate Assert,"{'line': 53, 'column': 2, 'index': 1289}","  51 |   expect(dayjs().locale()).toBe(moment().locale())
  52 |   expect(dayjs().locale('es').locale()).toBe('es')
> 53 |   expect(dayjs().locale('es').locale()).toBe(moment().locale('es').locale())
     |  ^ Duplicate Assert
  54 |   dayjs.locale(es)
  55 |   moment.locale('es')
  56 |   expect(dayjs().locale()).toBe('es')"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/locale.test.js,Duplicate Assert,"{'line': 56, 'column': 2, 'index': 1407}","  54 |   dayjs.locale(es)
  55 |   moment.locale('es')
> 56 |   expect(dayjs().locale()).toBe('es')
     |  ^ Duplicate Assert
  57 |   expect(dayjs().locale()).toBe(moment().locale())
  58 | })
  59 |"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/locale.test.js,Duplicate Assert,"{'line': 57, 'column': 2, 'index': 1445}","  55 |   moment.locale('es')
  56 |   expect(dayjs().locale()).toBe('es')
> 57 |   expect(dayjs().locale()).toBe(moment().locale())
     |  ^ Duplicate Assert
  58 | })
  59 |
  60 | it('immutable instance locale', () => {"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/locale.test.js,Duplicate Assert,"{'line': 57, 'column': 2, 'index': 1445}","  55 |   moment.locale('es')
  56 |   expect(dayjs().locale()).toBe('es')
> 57 |   expect(dayjs().locale()).toBe(moment().locale())
     |  ^ Duplicate Assert
  58 | })
  59 |
  60 | it('immutable instance locale', () => {"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/locale.test.js,Duplicate Assert,"{'line': 63, 'column': 2, 'index': 1597}","  61 |   dayjs.locale('en')
  62 |   const origin = dayjs('2018-4-28')
> 63 |   expect(origin.format(format))
     |  ^ Duplicate Assert
  64 |     .toBe('Saturday 28, April')
  65 |   expect(origin.locale('es').format(format))
  66 |     .toBe('sábado 28, abril')"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/locale.test.js,Duplicate Assert,"{'line': 63, 'column': 2, 'index': 1597}","  61 |   dayjs.locale('en')
  62 |   const origin = dayjs('2018-4-28')
> 63 |   expect(origin.format(format))
     |  ^ Duplicate Assert
  64 |     .toBe('Saturday 28, April')
  65 |   expect(origin.locale('es').format(format))
  66 |     .toBe('sábado 28, abril')"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/locale.test.js,Duplicate Assert,"{'line': 70, 'column': 2, 'index': 1837}","  68 |   expect(changed.format(format))
  69 |     .toBe('sábado 28, abril')
> 70 |   expect(origin.format(format))
     |  ^ Duplicate Assert
  71 |     .toBe('Saturday 28, April')
  72 | })
  73 |"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/locale.test.js,Duplicate Assert,"{'line': 70, 'column': 2, 'index': 1837}","  68 |   expect(changed.format(format))
  69 |     .toBe('sábado 28, abril')
> 70 |   expect(origin.format(format))
     |  ^ Duplicate Assert
  71 |     .toBe('Saturday 28, April')
  72 | })
  73 |"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/locale.test.js,Duplicate Assert,"{'line': 118, 'column': 4, 'index': 3078}","  116 |     dayjs.locale(es)
  117 |     moment.locale('es')
> 118 |     expect(dayjs.locale()).toBe(moment.locale())
      |    ^ Duplicate Assert
  119 |
  120 |     dayjs.locale('en')
  121 |     moment.locale('en')"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/locale.test.js,Duplicate Assert,"{'line': 118, 'column': 4, 'index': 3078}","  116 |     dayjs.locale(es)
  117 |     moment.locale('es')
> 118 |     expect(dayjs.locale()).toBe(moment.locale())
      |    ^ Duplicate Assert
  119 |
  120 |     dayjs.locale('en')
  121 |     moment.locale('en')"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/locale.test.js,Duplicate Assert,"{'line': 122, 'column': 4, 'index': 3175}","  120 |     dayjs.locale('en')
  121 |     moment.locale('en')
> 122 |     expect(dayjs.locale()).toBe(moment.locale())
      |    ^ Duplicate Assert
  123 |   })
  124 | })
  125 |"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/locale.test.js,Duplicate Assert,"{'line': 122, 'column': 4, 'index': 3175}","  120 |     dayjs.locale('en')
  121 |     moment.locale('en')
> 122 |     expect(dayjs.locale()).toBe(moment.locale())
      |    ^ Duplicate Assert
  123 |   })
  124 | })
  125 |"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/locale.test.js,Duplicate Assert,"{'line': 140, 'column': 2, 'index': 3712}","  138 |
  139 | it('Not supported locale string fallback to previous one (global)', () => {
> 140 |   expect(dayjs().locale()).toBe('en')
      |  ^ Duplicate Assert
  141 |   dayjs.locale(NOT_SUPPORTED_LOCALE_STRING)
  142 |   expect(dayjs().locale()).toBe('en')
  143 |   dayjs.locale('es')"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/locale.test.js,Duplicate Assert,"{'line': 140, 'column': 2, 'index': 3712}","  138 |
  139 | it('Not supported locale string fallback to previous one (global)', () => {
> 140 |   expect(dayjs().locale()).toBe('en')
      |  ^ Duplicate Assert
  141 |   dayjs.locale(NOT_SUPPORTED_LOCALE_STRING)
  142 |   expect(dayjs().locale()).toBe('en')
  143 |   dayjs.locale('es')"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/locale.test.js,Duplicate Assert,"{'line': 142, 'column': 2, 'index': 3794}","  140 |   expect(dayjs().locale()).toBe('en')
  141 |   dayjs.locale(NOT_SUPPORTED_LOCALE_STRING)
> 142 |   expect(dayjs().locale()).toBe('en')
      |  ^ Duplicate Assert
  143 |   dayjs.locale('es')
  144 |   expect(dayjs().locale()).toBe('es')
  145 |   dayjs.locale(NOT_SUPPORTED_LOCALE_STRING)"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/dayjs/test/locale.test.js,Duplicate Assert,"{'line': 142, 'column': 2, 'index': 3794}","  140 |   expect(dayjs().locale()).toBe('en')
  141 |   dayjs.locale(NOT_SUPPORTED_LOCALE_STRING)
> 142 |   expect(dayjs().locale()).toBe('en')
      |  ^ Duplicate Assert
  143 |   dayjs.locale('es')
  144 |   expect(dayjs().locale()).toBe('es')
