file,type,line,frame
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/multer/test/reuse-middleware.js,Assertion Roulette,"{'column': 8, 'line': 33}","  31 |         assert.ifError(err)
  32 |
> 33 |         assert.strictEqual(req.body.name, 'Multer')
     |        ^ Assertion Roulette
  34 |         assert.strictEqual(req.body.files, '' + fileCount)
  35 |         assert.strictEqual(req.files.length, fileCount)
  36 |"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/multer/test/reuse-middleware.js,Assertion Roulette,"{'column': 8, 'line': 34}","  32 |
  33 |         assert.strictEqual(req.body.name, 'Multer')
> 34 |         assert.strictEqual(req.body.files, '' + fileCount)
     |        ^ Assertion Roulette
  35 |         assert.strictEqual(req.files.length, fileCount)
  36 |
  37 |         req.files.forEach(function (file) {"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/multer/test/reuse-middleware.js,Assertion Roulette,"{'column': 8, 'line': 35}","  33 |         assert.strictEqual(req.body.name, 'Multer')
  34 |         assert.strictEqual(req.body.files, '' + fileCount)
> 35 |         assert.strictEqual(req.files.length, fileCount)
     |        ^ Assertion Roulette
  36 |
  37 |         req.files.forEach(function (file) {
  38 |           assert.strictEqual(file.fieldname, 'them-files')"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/multer/test/reuse-middleware.js,Assertion Roulette,"{'column': 10, 'line': 38}","  36 |
  37 |         req.files.forEach(function (file) {
> 38 |           assert.strictEqual(file.fieldname, 'them-files')
     |          ^ Assertion Roulette
  39 |           assert.strictEqual(file.originalname, 'small0.dat')
  40 |           assert.strictEqual(file.size, 1778)
  41 |           assert.strictEqual(file.buffer.length, 1778)"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/multer/test/reuse-middleware.js,Assertion Roulette,"{'column': 10, 'line': 39}","  37 |         req.files.forEach(function (file) {
  38 |           assert.strictEqual(file.fieldname, 'them-files')
> 39 |           assert.strictEqual(file.originalname, 'small0.dat')
     |          ^ Assertion Roulette
  40 |           assert.strictEqual(file.size, 1778)
  41 |           assert.strictEqual(file.buffer.length, 1778)
  42 |         })"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/multer/test/reuse-middleware.js,Assertion Roulette,"{'column': 10, 'line': 40}","  38 |           assert.strictEqual(file.fieldname, 'them-files')
  39 |           assert.strictEqual(file.originalname, 'small0.dat')
> 40 |           assert.strictEqual(file.size, 1778)
     |          ^ Assertion Roulette
  41 |           assert.strictEqual(file.buffer.length, 1778)
  42 |         })
  43 |"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/multer/test/reuse-middleware.js,Assertion Roulette,"{'column': 10, 'line': 41}","  39 |           assert.strictEqual(file.originalname, 'small0.dat')
  40 |           assert.strictEqual(file.size, 1778)
> 41 |           assert.strictEqual(file.buffer.length, 1778)
     |          ^ Assertion Roulette
  42 |         })
  43 |
  44 |         if (--pending === 0) done()"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/multer/test/reuse-middleware.js,Conditional Test Logic,"{'line': 26, 'column': 6, 'index': 530}","  24 |       form.append('files', '' + fileCount)
  25 |
> 26 |       for (var i = 0; i < fileCount; i++) {
     |      ^ Conditional Test Logic
  27 |         form.append('them-files', util.file('small0.dat'))
  28 |       }
  29 |"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/multer/test/reuse-middleware.js,Conditional Test Logic,"{'line': 44, 'column': 8, 'index': 1177}","  42 |         })
  43 |
> 44 |         if (--pending === 0) done()
     |        ^ Conditional Test Logic
  45 |       })
  46 |     }
  47 |"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/multer/test/reuse-middleware.js,Global Variable,"{'line': 10, 'column': 2, 'index': 196}","   8 |
   9 | describe('Reuse Middleware', function () {
> 10 |   var parser
     |  ^ Global Variable
  11 |
  12 |   before(function (done) {
  13 |     parser = multer().array('them-files')"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/multer/test/reuse-middleware.js,Global Variable,"{'line': 18, 'column': 4, 'index': 356}","  16 |
  17 |   it('should accept multiple requests', function (done) {
> 18 |     var pending = 8
     |    ^ Global Variable
  19 |
  20 |     function submitData (fileCount) {
  21 |       var form = new FormData()"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/multer/test/reuse-middleware.js,Global Variable,"{'line': 21, 'column': 6, 'index': 417}","  19 |
  20 |     function submitData (fileCount) {
> 21 |       var form = new FormData()
     |      ^ Global Variable
  22 |
  23 |       form.append('name', 'Multer')
  24 |       form.append('files', '' + fileCount)"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/multer/test/reuse-middleware.js,Global Variable,"{'line': 26, 'column': 11, 'index': 535}","  24 |       form.append('files', '' + fileCount)
  25 |
> 26 |       for (var i = 0; i < fileCount; i++) {
     |           ^ Global Variable
  27 |         form.append('them-files', util.file('small0.dat'))
  28 |       }
  29 |"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/multer/test/reuse-middleware.js,Magic Number,"{'line': 40, 'column': 40, 'index': 1096}","  38 |           assert.strictEqual(file.fieldname, 'them-files')
  39 |           assert.strictEqual(file.originalname, 'small0.dat')
> 40 |           assert.strictEqual(file.size, 1778)
     |                                        ^ Magic Number
  41 |           assert.strictEqual(file.buffer.length, 1778)
  42 |         })
  43 |"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/multer/test/reuse-middleware.js,Magic Number,"{'line': 41, 'column': 49, 'index': 1151}","  39 |           assert.strictEqual(file.originalname, 'small0.dat')
  40 |           assert.strictEqual(file.size, 1778)
> 41 |           assert.strictEqual(file.buffer.length, 1778)
     |                                                 ^ Magic Number
  42 |         })
  43 |
  44 |         if (--pending === 0) done()"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/multer/test/none.js,Assertion Roulette,"{'column': 6, 'line': 24}","  22 |
  23 |     util.submitForm(parser, form, function (err, req) {
> 24 |       assert.ok(err)
     |      ^ Assertion Roulette
  25 |       assert.strictEqual(err.code, 'LIMIT_UNEXPECTED_FILE')
  26 |       assert.strictEqual(req.files, undefined)
  27 |       assert.strictEqual(req.body.key1, 'val1')"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/multer/test/none.js,Assertion Roulette,"{'column': 6, 'line': 25}","  23 |     util.submitForm(parser, form, function (err, req) {
  24 |       assert.ok(err)
> 25 |       assert.strictEqual(err.code, 'LIMIT_UNEXPECTED_FILE')
     |      ^ Assertion Roulette
  26 |       assert.strictEqual(req.files, undefined)
  27 |       assert.strictEqual(req.body.key1, 'val1')
  28 |       assert.strictEqual(req.body.key2, 'val2')"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/multer/test/none.js,Assertion Roulette,"{'column': 6, 'line': 26}","  24 |       assert.ok(err)
  25 |       assert.strictEqual(err.code, 'LIMIT_UNEXPECTED_FILE')
> 26 |       assert.strictEqual(req.files, undefined)
     |      ^ Assertion Roulette
  27 |       assert.strictEqual(req.body.key1, 'val1')
  28 |       assert.strictEqual(req.body.key2, 'val2')
  29 |       done()"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/multer/test/none.js,Assertion Roulette,"{'column': 6, 'line': 27}","  25 |       assert.strictEqual(err.code, 'LIMIT_UNEXPECTED_FILE')
  26 |       assert.strictEqual(req.files, undefined)
> 27 |       assert.strictEqual(req.body.key1, 'val1')
     |      ^ Assertion Roulette
  28 |       assert.strictEqual(req.body.key2, 'val2')
  29 |       done()
  30 |     })"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/multer/test/none.js,Assertion Roulette,"{'column': 6, 'line': 28}","  26 |       assert.strictEqual(req.files, undefined)
  27 |       assert.strictEqual(req.body.key1, 'val1')
> 28 |       assert.strictEqual(req.body.key2, 'val2')
     |      ^ Assertion Roulette
  29 |       done()
  30 |     })
  31 |   })"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/multer/test/none.js,Assertion Roulette,"{'column': 6, 'line': 41}","  39 |     util.submitForm(parser, form, function (err, req) {
  40 |       assert.ifError(err)
> 41 |       assert.strictEqual(req.files, undefined)
     |      ^ Assertion Roulette
  42 |       assert.strictEqual(req.body.key1, 'val1')
  43 |       assert.strictEqual(req.body.key2, 'val2')
  44 |       done()"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/multer/test/none.js,Assertion Roulette,"{'column': 6, 'line': 42}","  40 |       assert.ifError(err)
  41 |       assert.strictEqual(req.files, undefined)
> 42 |       assert.strictEqual(req.body.key1, 'val1')
     |      ^ Assertion Roulette
  43 |       assert.strictEqual(req.body.key2, 'val2')
  44 |       done()
  45 |     })"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/multer/test/none.js,Assertion Roulette,"{'column': 6, 'line': 43}","  41 |       assert.strictEqual(req.files, undefined)
  42 |       assert.strictEqual(req.body.key1, 'val1')
> 43 |       assert.strictEqual(req.body.key2, 'val2')
     |      ^ Assertion Roulette
  44 |       done()
  45 |     })
  46 |   })"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/multer/test/none.js,Global Variable,"{'line': 10, 'column': 2, 'index': 184}","   8 |
   9 | describe('None', function () {
> 10 |   var parser
     |  ^ Global Variable
  11 |
  12 |   before(function () {
  13 |     parser = multer().none()"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/multer/test/none.js,Global Variable,"{'line': 17, 'column': 4, 'index': 314}","  15 |
  16 |   it('should not allow file uploads', function (done) {
> 17 |     var form = new FormData()
     |    ^ Global Variable
  18 |
  19 |     form.append('key1', 'val1')
  20 |     form.append('key2', 'val2')"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/multer/test/none.js,Global Variable,"{'line': 34, 'column': 4, 'index': 817}","  32 |
  33 |   it('should handle text fields', function (done) {
> 34 |     var form = new FormData()
     |    ^ Global Variable
  35 |
  36 |     form.append('key1', 'val1')
  37 |     form.append('key2', 'val2')"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/multer/test/memory-storage.js,Assertion Roulette,"{'column': 6, 'line': 28}","  26 |       assert.ifError(err)
  27 |
> 28 |       assert.strictEqual(req.body.name, 'Multer')
     |      ^ Assertion Roulette
  29 |
  30 |       assert.strictEqual(req.file.fieldname, 'small0')
  31 |       assert.strictEqual(req.file.originalname, 'small0.dat')"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/multer/test/memory-storage.js,Assertion Roulette,"{'column': 6, 'line': 30}","  28 |       assert.strictEqual(req.body.name, 'Multer')
  29 |
> 30 |       assert.strictEqual(req.file.fieldname, 'small0')
     |      ^ Assertion Roulette
  31 |       assert.strictEqual(req.file.originalname, 'small0.dat')
  32 |       assert.strictEqual(req.file.size, 1778)
  33 |       assert.strictEqual(req.file.buffer.length, 1778)"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/multer/test/memory-storage.js,Assertion Roulette,"{'column': 6, 'line': 31}","  29 |
  30 |       assert.strictEqual(req.file.fieldname, 'small0')
> 31 |       assert.strictEqual(req.file.originalname, 'small0.dat')
     |      ^ Assertion Roulette
  32 |       assert.strictEqual(req.file.size, 1778)
  33 |       assert.strictEqual(req.file.buffer.length, 1778)
  34 |"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/multer/test/memory-storage.js,Assertion Roulette,"{'column': 6, 'line': 32}","  30 |       assert.strictEqual(req.file.fieldname, 'small0')
  31 |       assert.strictEqual(req.file.originalname, 'small0.dat')
> 32 |       assert.strictEqual(req.file.size, 1778)
     |      ^ Assertion Roulette
  33 |       assert.strictEqual(req.file.buffer.length, 1778)
  34 |
  35 |       done()"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/multer/test/memory-storage.js,Assertion Roulette,"{'column': 6, 'line': 33}","  31 |       assert.strictEqual(req.file.originalname, 'small0.dat')
  32 |       assert.strictEqual(req.file.size, 1778)
> 33 |       assert.strictEqual(req.file.buffer.length, 1778)
     |      ^ Assertion Roulette
  34 |
  35 |       done()
  36 |     })"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/multer/test/memory-storage.js,Assertion Roulette,"{'column': 6, 'line': 57}","  55 |       assert.ifError(err)
  56 |
> 57 |       assert.strictEqual(req.body.name, 'Multer')
     |      ^ Assertion Roulette
  58 |       assert.strictEqual(req.body.version, '')
  59 |       assert.strictEqual(req.body.year, '')
  60 |"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/multer/test/memory-storage.js,Assertion Roulette,"{'column': 6, 'line': 58}","  56 |
  57 |       assert.strictEqual(req.body.name, 'Multer')
> 58 |       assert.strictEqual(req.body.version, '')
     |      ^ Assertion Roulette
  59 |       assert.strictEqual(req.body.year, '')
  60 |
  61 |       assert(deepEqual(req.body.checkboxfull, ['cb1', 'cb2']))"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/multer/test/memory-storage.js,Assertion Roulette,"{'column': 6, 'line': 59}","  57 |       assert.strictEqual(req.body.name, 'Multer')
  58 |       assert.strictEqual(req.body.version, '')
> 59 |       assert.strictEqual(req.body.year, '')
     |      ^ Assertion Roulette
  60 |
  61 |       assert(deepEqual(req.body.checkboxfull, ['cb1', 'cb2']))
  62 |       assert(deepEqual(req.body.checkboxhalfempty, ['cb1', '']))"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/multer/test/memory-storage.js,Assertion Roulette,"{'column': 6, 'line': 61}","  59 |       assert.strictEqual(req.body.year, '')
  60 |
> 61 |       assert(deepEqual(req.body.checkboxfull, ['cb1', 'cb2']))
     |      ^ Assertion Roulette
  62 |       assert(deepEqual(req.body.checkboxhalfempty, ['cb1', '']))
  63 |       assert(deepEqual(req.body.checkboxempty, ['', '']))
  64 |"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/multer/test/memory-storage.js,Assertion Roulette,"{'column': 6, 'line': 62}","  60 |
  61 |       assert(deepEqual(req.body.checkboxfull, ['cb1', 'cb2']))
> 62 |       assert(deepEqual(req.body.checkboxhalfempty, ['cb1', '']))
     |      ^ Assertion Roulette
  63 |       assert(deepEqual(req.body.checkboxempty, ['', '']))
  64 |
  65 |       assert.strictEqual(req.file.fieldname, 'empty')"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/multer/test/memory-storage.js,Assertion Roulette,"{'column': 6, 'line': 63}","  61 |       assert(deepEqual(req.body.checkboxfull, ['cb1', 'cb2']))
  62 |       assert(deepEqual(req.body.checkboxhalfempty, ['cb1', '']))
> 63 |       assert(deepEqual(req.body.checkboxempty, ['', '']))
     |      ^ Assertion Roulette
  64 |
  65 |       assert.strictEqual(req.file.fieldname, 'empty')
  66 |       assert.strictEqual(req.file.originalname, 'empty.dat')"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/multer/test/memory-storage.js,Assertion Roulette,"{'column': 6, 'line': 65}","  63 |       assert(deepEqual(req.body.checkboxempty, ['', '']))
  64 |
> 65 |       assert.strictEqual(req.file.fieldname, 'empty')
     |      ^ Assertion Roulette
  66 |       assert.strictEqual(req.file.originalname, 'empty.dat')
  67 |       assert.strictEqual(req.file.size, 0)
  68 |       assert.strictEqual(req.file.buffer.length, 0)"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/multer/test/memory-storage.js,Assertion Roulette,"{'column': 6, 'line': 66}","  64 |
  65 |       assert.strictEqual(req.file.fieldname, 'empty')
> 66 |       assert.strictEqual(req.file.originalname, 'empty.dat')
     |      ^ Assertion Roulette
  67 |       assert.strictEqual(req.file.size, 0)
  68 |       assert.strictEqual(req.file.buffer.length, 0)
  69 |       assert.strictEqual(Buffer.isBuffer(req.file.buffer), true)"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/multer/test/memory-storage.js,Assertion Roulette,"{'column': 6, 'line': 67}","  65 |       assert.strictEqual(req.file.fieldname, 'empty')
  66 |       assert.strictEqual(req.file.originalname, 'empty.dat')
> 67 |       assert.strictEqual(req.file.size, 0)
     |      ^ Assertion Roulette
  68 |       assert.strictEqual(req.file.buffer.length, 0)
  69 |       assert.strictEqual(Buffer.isBuffer(req.file.buffer), true)
  70 |"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/multer/test/memory-storage.js,Assertion Roulette,"{'column': 6, 'line': 68}","  66 |       assert.strictEqual(req.file.originalname, 'empty.dat')
  67 |       assert.strictEqual(req.file.size, 0)
> 68 |       assert.strictEqual(req.file.buffer.length, 0)
     |      ^ Assertion Roulette
  69 |       assert.strictEqual(Buffer.isBuffer(req.file.buffer), true)
  70 |
  71 |       done()"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/multer/test/memory-storage.js,Assertion Roulette,"{'column': 6, 'line': 69}","  67 |       assert.strictEqual(req.file.size, 0)
  68 |       assert.strictEqual(req.file.buffer.length, 0)
> 69 |       assert.strictEqual(Buffer.isBuffer(req.file.buffer), true)
     |      ^ Assertion Roulette
  70 |
  71 |       done()
  72 |     })"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/multer/test/memory-storage.js,Assertion Roulette,"{'column': 6, 'line': 98}","   96 |       assert.ifError(err)
   97 |
>  98 |       assert(deepEqual(req.body, {}))
      |      ^ Assertion Roulette
   99 |
  100 |       assert.strictEqual(req.files.empty[0].fieldname, 'empty')
  101 |       assert.strictEqual(req.files.empty[0].originalname, 'empty.dat')"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/multer/test/memory-storage.js,Assertion Roulette,"{'column': 6, 'line': 100}","   98 |       assert(deepEqual(req.body, {}))
   99 |
> 100 |       assert.strictEqual(req.files.empty[0].fieldname, 'empty')
      |      ^ Assertion Roulette
  101 |       assert.strictEqual(req.files.empty[0].originalname, 'empty.dat')
  102 |       assert.strictEqual(req.files.empty[0].size, 0)
  103 |       assert.strictEqual(req.files.empty[0].buffer.length, 0)"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/multer/test/memory-storage.js,Assertion Roulette,"{'column': 6, 'line': 101}","   99 |
  100 |       assert.strictEqual(req.files.empty[0].fieldname, 'empty')
> 101 |       assert.strictEqual(req.files.empty[0].originalname, 'empty.dat')
      |      ^ Assertion Roulette
  102 |       assert.strictEqual(req.files.empty[0].size, 0)
  103 |       assert.strictEqual(req.files.empty[0].buffer.length, 0)
  104 |"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/multer/test/memory-storage.js,Assertion Roulette,"{'column': 6, 'line': 102}","  100 |       assert.strictEqual(req.files.empty[0].fieldname, 'empty')
  101 |       assert.strictEqual(req.files.empty[0].originalname, 'empty.dat')
> 102 |       assert.strictEqual(req.files.empty[0].size, 0)
      |      ^ Assertion Roulette
  103 |       assert.strictEqual(req.files.empty[0].buffer.length, 0)
  104 |
  105 |       assert.strictEqual(req.files.tiny0[0].fieldname, 'tiny0')"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/multer/test/memory-storage.js,Assertion Roulette,"{'column': 6, 'line': 103}","  101 |       assert.strictEqual(req.files.empty[0].originalname, 'empty.dat')
  102 |       assert.strictEqual(req.files.empty[0].size, 0)
> 103 |       assert.strictEqual(req.files.empty[0].buffer.length, 0)
      |      ^ Assertion Roulette
  104 |
  105 |       assert.strictEqual(req.files.tiny0[0].fieldname, 'tiny0')
  106 |       assert.strictEqual(req.files.tiny0[0].originalname, 'tiny0.dat')"
